customer_id,signup_date,gender,age,city,state,acquisition_channel
C02348,2025-03-18,Female,30,Jaipur,Rajasthan,Social Media
C03619,2024-07-04,Male,41,Chandigarh,Chandigarh,Organic Search
C03403,2024-08-28,Male,43,Lucknow,Uttar Pradesh,Email
C00595,2024-10-23,Male,37,Pune,Maharashtra,Paid Ads
C01341,2026-05-06,Female,44,Bhopal,Madhya Pradesh,Referral
C00626,2026-04-23,Female,40,Kochi,Kerala,Paid Ads
C00451,2026-01-08,Male,39,Ranchi,Jharkhand,Social Media
C03266,2025-12-07,Male,38,Patna,Bihar,Referral
C03309,2024-09-28,Male,37,Coimbatore,Tamil Nadu,Organic Search
C02406,2026-01-29,Female,18,Vijayawada,Andhra Pradesh,Organic Search
C01331,2026-04-11,Female,39,kolkata,West Bengal,Referral
C01925,2024-09-29,Male,48,Mysuru,Karnataka,Organic Search
C01505,2025-07-06,Male,39,Ranchi,Jharkhand,Paid Ads
C01942,2026-03-12,Female,40,Thiruvananthapuram,Kerala,Social Media
C03134,2025-11-18,Male,37,Hyderabad,Telangana,Organic Search
C04913,2026-03-29,Female,35,Thiruvananthapuram,Kerala,Organic Search
C03946,2025-06-05,Male,41,Nagpur,Maharashtra,Paid Ads
C00151,2025-06-17,Female,35,Faridabad,Haryana,Organic Search
C03166,2025-01-19,Female,23,Kochi,Kerala,Social Media
C04590,2024-12-09,Female,22,Guwahati,Assam,Email
C02705,2026-01-21,Female,20,Kochi,Kerala,Paid Ads
C01483,2024-04-12,Male,33,Bhubaneswar,Odisha,Email
C00089,2025-05-23,Female,23,Pune,Maharashtra,Social Media
C00458,2025-05-07,Male,23,Patna,Bihar,Paid Ads
C02419,2025-01-30,Male,41,Faridabad,Haryana,Social Media
C02944,2026-07-05,Male,42,Udaipur,Rajasthan,Organic Search
C03289,2026-03-04,Male,18,Kolkata,West Bengal,Organic Search
C03246,2024-06-17,Female,24,Udaipur,Rajasthan,Organic Search
C02019,2025-09-05,Other,20,Guwahati,Assam,Organic Search
C01673,2025-11-06,Female,37,Lucknow,Uttar Pradesh,Paid Ads
C03668,2024-06-15,Female,44,Kochi,Kerala,Organic Search
C00832,2025-08-20,Female,37,Chennai,Tamil Nadu,Referral
C00240,2025-10-23,Male,18,Vijayawada,Andhra Pradesh,Social Media
C04694,2026-01-10,Other,18,Kanpur,Uttar Pradesh,Social Media
C01000,2026-01-09,Male,42,Ranchi,Jharkhand,Social Media
C02593,2025-07-07,Female,29,Kolkata,West Bengal,Organic Search
C02400,2025-12-19,Male,35,Pune,Maharashtra,Paid Ads
C04288,2024-09-29,Male,21,Nagpur,Maharashtra,Organic Search
C01254,2025-08-30,Female,38,Thiruvananthapuram,Kerala,Paid Ads
C00193,2026-07-14,Male,40,Kochi,Kerala,Organic Search
C03629,2025-12-03,Female,22,Ahmedabad,Gujarat,Organic Search
C03765,2025-04-30,Female,34,Gurugram,Haryana,Organic Search
C03865,2026-05-26,Male,32,Coimbatore,Tamil Nadu,Organic Search
C00945,2026-07-01,Female,18,Pune,,Organic Search
C04193,2026-05-19,Female,24,Udaipur,Rajasthan,Paid Ads
C03795,2024-06-22,Male,40,Chandigarh,Chandigarh,Paid Ads
C04243,2024-08-16,Male,33,Kanpur,Uttar Pradesh,Social Media
C04900,2025-04-30,Female,32,Kolkata,West Bengal,Paid Ads
C04437,2024-05-31,Female,25,Pune,Maharashtra,Paid Ads
C03037,2026-03-09,Female,23,Faridabad,Haryana,Social Media
C02575,2025-10-10,Male,24,Guwahati,Assam,Paid Ads
C04153,2025-03-14,Female,42,Faridabad,Haryana,Social Media
C04129,2025-05-26,Male,38,Nagpur,Maharashtra,Paid Ads
C03674,2025-09-02,,37,Coimbatore,Tamil Nadu,Email
C04205,2025-07-13,Female,22,Pune,Maharashtra,Social Media
C01376,2025-11-29,Male,,Kochi,Kerala,Referral
C04596,2025-06-26,Male,35,gurugram,Haryana,Organic Search
C02989,2025-06-27,Male,30,Guwahati,Assam,Organic Search
C02145,2025-12-28,Male,18,FARIDABAD,Haryana,Paid Ads
C04554,2026-04-07,Male,18,Noida,Uttar Pradesh,Email
C02532,2026-06-13,Male,28,VIJAYAWADA,Andhra Pradesh,Organic Search
C04929,2025-01-22,Female,30,Guwahati,Assam,Paid Ads
C00192,2025-09-25,Male,22,Thiruvananthapuram,Kerala,Email
C01490,2025-10-05,Male,32,Hyderabad,Telangana,Social Media
C04975,2026-01-21,Male,28,Hyderabad,Telangana,Social Media
C02474,2026-04-14,Male,40,Udaipur,Rajasthan,Paid Ads
C02727,2026-03-27,Female,29,Ahmedabad,Gujarat,Referral
C01216,2024-06-14,Male,30,Hyderabad,Telangana,Organic Search
C04188,2026-06-10,Male,43,Nagpur,Maharashtra,Social Media
C04528,2025-07-02,Female,31,Udaipur,Rajasthan,Organic Search
C02881,2025-08-01,Male,42,Faridabad,Haryana,Social Media
C03666,2025-09-18,Female,52,Kolkata,West Bengal,Organic Search
C01104,2024-10-31,Male,,Hyderabad,Telangana,Paid Ads
C03498,2025-10-09,Male,43,Nagpur,Maharashtra,Paid Ads
C03997,2026-03-30,Male,35,Pune,Maharashtra,Paid Ads
C01666,2025-11-09,,30,Faridabad,Haryana,Referral
C00167,2026-03-28,Male,27,Bengaluru,Karnataka,Social Media
C01617,2024-04-06,Male,34,Ahmedabad,Gujarat,Paid Ads
C01372,2025-12-07,Female,25,Bhopal,Madhya Pradesh,Email
C01025,2024-09-06,Female,38,Indore,Madhya Pradesh,Social Media
C01339,2024-11-11,Male,,Mysuru,Karnataka,Referral
C03575,2026-01-05,Female,43,Thiruvananthapuram,Kerala,Organic Search
C04037,2024-12-12,Female,40,Mysuru,Karnataka,Paid Ads
C01850,2025-12-07,Male,37,Mumbai,Maharashtra,Organic Search
C04823,2026-03-18,Female,36,Noida,Uttar Pradesh,Organic Search
C04151,2026-05-20,Male,18,Guwahati,Assam,Paid Ads
C02979,2026-02-09,Female,46,Hyderabad,Telangana,Paid Ads
C00153,2025-09-09,Female,37,Bhopal,Madhya Pradesh,Social Media
C02553,2024-08-15,Female,39,Kolkata,West Bengal,Social Media
C04701,2025-12-16,Male,37,Chandigarh,Chandigarh,Referral
C03130,2025-04-19,Female,37,Bhopal,Madhya Pradesh,Referral
C03895,2026-03-15,Female,42,Coimbatore,Tamil Nadu,Paid Ads
C04236,2025-08-13,Male,30,Coimbatore,Tamil Nadu,Social Media
C04769,2026-06-05,Male,36,Jaipur,Rajasthan,Social Media
C02882,2024-07-26,Male,30,Lucknow,Uttar Pradesh,Organic Search
C04115,2026-03-29,Female,23,Lucknow,Uttar Pradesh,Social Media
C04835,2025-06-01,Female,51,Bengaluru,Karnataka,Social Media
C02888,2025-07-23,Female,,Kochi,Kerala,Social Media
C01863,2024-09-11,Female,39,Ahmedabad,Gujarat,Organic Search
C00032,2025-12-15,Female,45,Kochi,Kerala,Paid Ads
C00938,2026-06-01,Male,48,Ahmedabad,Gujarat,Paid Ads
C01236,2026-04-18,Male,26,Chennai,Tamil Nadu,Email
C01967,2025-01-04,Female,26,Ahmedabad,Gujarat,Social Media
C02345,2025-12-09,Male,33,Nagpur,Maharashtra,Organic Search
C00310,2025-10-09,Female,21,Thiruvananthapuram,Kerala,Organic Search
C02472,2025-03-12,Male,57,Udaipur,Rajasthan,Paid Ads
C03320,2025-10-06,Male,30,Kolkata,West Bengal,Organic Search
C03132,2025-02-27,Other,37,Ahmedabad,Gujarat,Paid Ads
C04372,2024-12-04,Male,18,Kochi,Kerala,Email
C00496,2025-11-26,Female,41,Mumbai,Maharashtra,Paid Ads
C00206,2025-08-01,Female,31,Surat,Gujarat,Referral
C02907,2025-09-07,Male,31,Patna,Bihar,Paid Ads
C03376,2025-08-11,Female,27,Chennai,Tamil Nadu,Social Media
C04557,2025-12-19,Female,18,Visakhapatnam,,Paid Ads
C00306,2025-09-04,Female,29,Ahmedabad,Gujarat,Paid Ads
C03815,2025-08-20,Female,26,Ahmedabad,Gujarat,Paid Ads
C02352,2025-11-25,Male,,Noida,Uttar Pradesh,Referral
C01062,2024-05-08,Female,34,Thiruvananthapuram,Kerala,Paid Ads
C00844,2026-07-05,Female,33,Gurugram,Haryana,Organic Search
C04911,2025-01-09,Male,18,Gurugram,,Paid Ads
C02269,2025-12-14,Female,44,Ranchi,Jharkhand,Paid Ads
C00212,2024-05-16,Female,34,Jaipur,Rajasthan,Referral
C04680,2025-03-20,Male,29,Nagpur,,Paid Ads
C00680,2024-12-27,Male,30,Nagpur,Maharashtra,Paid Ads
C00566,2024-09-25,Female,35,Chennai,Tamil Nadu,Paid Ads
C01790,2024-10-24,Male,41,Bengaluru,Karnataka,Paid Ads
C04094,2026-01-20,Other,29,Kanpur,Uttar Pradesh,Social Media
C00681,2025-12-22,Male,31,BHOPAL,Madhya Pradesh,Social Media
C00181,2025-10-23,Male,31,Mysuru,Karnataka,Social Media
C02679,2025-10-15,Male,30,Ranchi,Jharkhand,Social Media
C04426,2024-11-11,Female,54,Thiruvananthapuram,Kerala,Email
C02334,2024-07-30,Male,42,Patna,Bihar,Paid Ads
C04480,2025-07-18,Male,28,Kanpur,Uttar Pradesh,Paid Ads
C00279,2024-11-28,Female,25,Vijayawada,Andhra Pradesh,Social Media
C01130,2024-08-29,Female,34,Ranchi,Jharkhand,Paid Ads
C03444,2024-10-10,Male,32,Visakhapatnam,Andhra Pradesh,Social Media
C00433,2025-08-27,Male,42,Surat,Gujarat,Email
C00290,2025-02-28,Male,21,INDORE,Madhya Pradesh,Organic Search
C01028,2024-10-14,Male,18,Ahmedabad,Gujarat,Organic Search
C00536,2026-04-29,Female,38,Thiruvananthapuram,Kerala,Paid Ads
C04284,2026-05-31,Female,21,Coimbatore,Tamil Nadu,Email
C00189,2025-09-08,Male,29,Hyderabad,Telangana,Paid Ads
C02192,2025-02-02,Female,33,Patna,Bihar,Paid Ads
C03937,2025-05-04,Female,25,Visakhapatnam,Andhra Pradesh,Paid Ads
C01938,2026-02-20,Female,36,Chandigarh,Chandigarh,Paid Ads
C00271,2024-08-14,Male,35,Chandigarh,Chandigarh,Organic Search
C02227,2025-06-27,Male,18,Kolkata,,Organic Search
C04097,2026-03-06,Male,28,Pune,Maharashtra,Social Media
C02175,2024-11-06,Other,36,Kolkata,West Bengal,Referral
C03717,2025-07-08,Female,18,Mysuru,Karnataka,Social Media
C00112,2025-06-26,Female,19,Delhi,Delhi,Social Media
C04704,2025-03-13,Male,33,Thiruvananthapuram,Kerala,Organic Search
C00221,2026-02-08,Female,46,Kolkata,West Bengal,Organic Search
C00628,2025-06-25,Female,27,Gurugram,Haryana,Organic Search
C01484,2026-05-04,Female,29,Kochi,Kerala,Paid Ads
C04387,2025-10-01,Female,18,Indore,Madhya Pradesh,Referral
C02440,2025-01-28,Male,22,Kanpur,Uttar Pradesh,Paid Ads
C00791,2025-08-08,Male,47,Bengaluru,Karnataka,Referral
C02006,2026-06-21,Female,30,Bhubaneswar,Odisha,Organic Search
C00462,2025-11-28,Female,42,Faridabad,Haryana,Referral
C04415,2026-01-05,Female,24,Ahmedabad,Gujarat,Paid Ads
C00552,2025-10-29,Female,28,Gurugram,Haryana,Paid Ads
C01159,2025-07-11,Male,50,Coimbatore,Tamil Nadu,Email
C01176,2025-11-22,Male,35,Udaipur,Rajasthan,Organic Search
C00199,2026-01-11,Female,25,Kochi,Kerala,Social Media
C02608,2026-04-02,Other,35,Udaipur,Rajasthan,Social Media
C03468,2024-12-27,,46,Kolkata,West Bengal,Email
C00403,2025-04-10,Female,25,Kochi,Kerala,Social Media
C04111,2025-04-09,Male,30,PUNE,Maharashtra,Organic Search
C02154,2025-08-03,Male,33,Mumbai,Maharashtra,Paid Ads
C04776,2026-02-19,Female,41,Kochi,Kerala,Paid Ads
C04950,2026-04-16,Female,27,Mysuru,Karnataka,Organic Search
C03290,2026-03-31,Female,32,Jaipur,Rajasthan,Organic Search
C04922,2025-05-31,Male,27,Pune,Maharashtra,Organic Search
C00651,2025-05-05,Male,24,Hyderabad,Telangana,Referral
C00709,2024-06-02,Female,26,Coimbatore,Tamil Nadu,Organic Search
C01504,2024-12-14,Female,44,Coimbatore,Tamil Nadu,Social Media
C01731,2025-07-23,Male,34,Delhi,Delhi,Referral
C04974,2025-07-14,Male,24,Hyderabad,Telangana,Paid Ads
C04509,2025-09-25,Male,29,Kochi,Kerala,Referral
C03593,2026-06-04,Male,36,Nagpur,Maharashtra,Paid Ads
C00315,2025-05-01,Female,28,Delhi,Delhi,Organic Search
C01222,2024-07-20,Female,50,Pune,Maharashtra,Organic Search
C04487,2025-07-11,Male,31,Chennai,Tamil Nadu,Paid Ads
C00114,2026-03-30,Male,41,Pune,Maharashtra,Paid Ads
C00961,2024-08-06,Male,33,Hyderabad,Telangana,Organic Search
C04259,2026-03-20,Female,19,Surat,Gujarat,Paid Ads
C02275,2025-07-12,Female,23,Nagpur,,Organic Search
C04424,2025-06-29,Male,18,Patna,Bihar,Organic Search
C03341,2025-10-31,Male,,Surat,Gujarat,Referral
C03299,2024-07-20,Female,30,Ranchi,Jharkhand,Email
C03849,2025-09-06,Male,36,Visakhapatnam,Andhra Pradesh,Organic Search
C04384,2025-03-23,Female,19,Kolkata,West Bengal,Organic Search
C02573,2025-04-18,Male,28,Kolkata,West Bengal,Referral
C04065,2025-08-07,Female,18,Vijayawada,Andhra Pradesh,Referral
C04541,2024-11-07,Female,43,Guwahati,Assam,Email
C01840,2025-08-24,Male,34,Kolkata,West Bengal,Paid Ads
C03154,2025-03-30,Male,32,Thiruvananthapuram,Kerala,Paid Ads
C02229,2025-03-18,Male,35,Delhi,Delhi,Social Media
C04055,2025-05-23,Male,40,Faridabad,Haryana,Organic Search
C02016,2025-03-09,Female,30,Delhi,Delhi,Paid Ads
C04332,2026-06-20,Male,20,Chennai,Tamil Nadu,Organic Search
C03035,2025-10-22,Female,51,coimbatore,Tamil Nadu,Social Media
C04146,2025-09-13,Male,32,Delhi,Delhi,Paid Ads
C01841,2024-12-19,Male,29,Delhi,Delhi,Organic Search
C01593,2025-06-29,Female,21,Ranchi,Jharkhand,Social Media
C02880,2025-01-03,Male,31,Pune,Maharashtra,Organic Search
C04741,2026-03-17,Female,,Ahmedabad,,Organic Search
C04601,2024-05-23,Male,28,Nagpur,Maharashtra,Organic Search
C03228,2024-07-13,Male,28,Udaipur,Rajasthan,Referral
C01653,2026-07-20,Female,33,Hyderabad,Telangana,Paid Ads
C00790,2025-12-03,Female,37,Mysuru,Karnataka,Paid Ads
C02283,2026-04-17,Other,38,Pune,Maharashtra,Referral
C02218,2026-05-12,Female,18,Vijayawada,Andhra Pradesh,Paid Ads
C03740,2025-08-22,Male,34,Bhopal,Madhya Pradesh,Social Media
C00872,2026-03-03,Other,38,Gurugram,Haryana,Email
C04890,2025-03-21,Male,20,Kanpur,Uttar Pradesh,Paid Ads
C02125,2025-02-16,Female,48,Ranchi,Jharkhand,Social Media
C03241,2024-07-24,Female,23,Gurugram,Haryana,Organic Search
C00074,2025-02-07,Female,18,Kanpur,Uttar Pradesh,Organic Search
C01780,2025-04-26,Female,18,Bhubaneswar,Odisha,Organic Search
C01770,2025-05-03,,24,Ahmedabad,Gujarat,Referral
C04881,2025-10-15,Female,39,Ahmedabad,Gujarat,Referral
C03028,2026-03-15,Other,26,Kochi,Kerala,Email
C04337,2025-06-20,Male,36,Coimbatore,Tamil Nadu,Social Media
C04588,2025-03-05,Male,19,Visakhapatnam,Andhra Pradesh,Paid Ads
C03831,2026-02-20,Female,46,Mumbai,Maharashtra,Social Media
C04334,2025-09-26,Male,39,Nagpur,Maharashtra,Email
C02903,2025-04-14,Female,33,Ahmedabad,Gujarat,Organic Search
C01752,2025-04-27,Female,29,Jaipur,Rajasthan,Paid Ads
C00495,2026-01-20,Female,34,Patna,Bihar,Organic Search
C03149,2025-04-02,Male,40,Hyderabad,Telangana,Paid Ads
C04095,2024-10-30,Male,27,Kanpur,Uttar Pradesh,Social Media
C02118,2024-09-19,Male,22,Thiruvananthapuram,Kerala,Social Media
C01165,2026-05-29,Female,38,Patna,Bihar,Organic Search
C02310,2025-01-14,Female,28,Noida,Uttar Pradesh,Social Media
C03928,2025-03-11,Male,52,Ahmedabad,Gujarat,Organic Search
C02597,2025-02-18,Male,39,coimbatore,Tamil Nadu,Organic Search
C02487,2024-09-30,Male,36,Kochi,Kerala,Social Media
C01729,2025-03-27,Female,43,Faridabad,Haryana,Organic Search
C00619,2025-09-17,Female,20,Thiruvananthapuram,Kerala,Organic Search
C02463,2025-11-22,Female,45,Bhubaneswar,Odisha,Organic Search
C01715,2025-11-13,Male,22,Noida,Uttar Pradesh,Organic Search
C04645,2026-03-12,Female,19,Delhi,Delhi,Organic Search
C03675,2025-06-09,Female,27,Coimbatore,Tamil Nadu,Social Media
C03424,2025-06-29,Female,18,Jaipur,Rajasthan,Organic Search
C03429,2026-02-17,Male,27,Patna,Bihar,Paid Ads
C00870,2025-08-16,Female,32,Coimbatore,Tamil Nadu,Organic Search
C03594,2025-08-10,Male,21,Chennai,Tamil Nadu,Organic Search
C01043,2026-05-01,Male,47,Pune,Maharashtra,Social Media
C02649,2024-12-07,Male,39,Mysuru,,Organic Search
C00357,2025-04-16,Female,29,Kolkata,West Bengal,Organic Search
C01163,2024-12-14,Female,41,Hyderabad,Telangana,Social Media
C04452,2026-06-15,Male,34,Chennai,Tamil Nadu,Organic Search
C01323,2025-03-10,Female,33,Guwahati,Assam,Social Media
C04394,2025-09-09,Female,24,Pune,Maharashtra,Organic Search
C01724,2026-03-13,Male,30,Chandigarh,Chandigarh,Social Media
C02603,2025-09-09,Male,18,Udaipur,Rajasthan,Organic Search
C03566,2025-09-15,Male,21,Kanpur,Uttar Pradesh,Referral
C03661,2024-11-26,Female,19,Mumbai,Maharashtra,Social Media
C03981,2026-05-15,Male,18,Coimbatore,Tamil Nadu,Referral
C03843,2025-06-14,,18,Ranchi,Jharkhand,Organic Search
C00333,2026-06-10,Female,18,Faridabad,Haryana,Social Media
C01816,2026-07-06,Male,33,Udaipur,Rajasthan,Paid Ads
C02755,2026-03-06,Male,18,Pune,Maharashtra,Referral
C01676,2024-07-17,Female,27,Kanpur,Uttar Pradesh,Organic Search
C03689,2025-04-26,Female,24,Mumbai,Maharashtra,Paid Ads
C02878,2025-06-23,Female,26,Kochi,Kerala,Paid Ads
C01117,2025-11-19,Male,38,Guwahati,Assam,Paid Ads
C01878,2024-11-17,Female,31,Ahmedabad,Gujarat,Referral
C03574,2025-08-19,Male,41,Bengaluru,Karnataka,Paid Ads
C02537,2025-02-11,Other,49,Pune,Maharashtra,Paid Ads
C02485,2025-04-24,Male,29,Hyderabad,Telangana,Social Media
C04303,2025-08-25,,18,Chennai,Tamil Nadu,Paid Ads
C03879,2025-11-20,Female,28,Jaipur,Rajasthan,Social Media
C00446,2024-10-18,Female,37,Ahmedabad,Gujarat,Social Media
C04050,2025-08-25,Male,35,Mumbai,Maharashtra,Organic Search
C00453,2026-03-02,,22,Lucknow,Uttar Pradesh,Paid Ads
C04420,2025-10-29,Male,28,Faridabad,Haryana,Social Media
C04447,2025-09-09,Female,45,Jaipur,Rajasthan,Organic Search
C04016,2026-03-09,Male,31,Lucknow,Uttar Pradesh,Email
C00015,2025-08-28,Male,53,Vijayawada,Andhra Pradesh,Organic Search
C02643,2025-04-26,Female,33,Gurugram,Haryana,Organic Search
C00946,2026-04-18,Male,30,Mysuru,Karnataka,Paid Ads
C00248,2026-03-07,Male,31,Guwahati,Assam,Paid Ads
C03236,2025-08-18,Female,18,Surat,Gujarat,Social Media
C00361,2025-05-25,Male,28,BENGALURU,Karnataka,Referral
C04669,2024-07-11,Female,37,Thiruvananthapuram,Kerala,Social Media
C01565,2025-07-08,Female,23,Chennai,Tamil Nadu,Organic Search
C02793,2026-03-07,Male,33,Indore,Madhya Pradesh,Paid Ads
C04874,2025-05-15,Female,34,Kochi,Kerala,Email
C03908,2025-12-18,Male,,Chandigarh,Chandigarh,Organic Search
C03099,2025-03-20,Female,28,Kolkata,West Bengal,Organic Search
C03510,2026-01-23,Female,36,Faridabad,Haryana,Organic Search
C01361,2025-11-28,Female,18,Noida,Uttar Pradesh,Referral
C04897,2025-09-25,Female,26,Ahmedabad,Gujarat,Social Media
C04272,2025-06-13,Other,36,Noida,Uttar Pradesh,Social Media
C00491,2025-03-29,Male,29,Gurugram,Haryana,Organic Search
C00863,2025-07-19,Male,51,Ranchi,Jharkhand,Organic Search
C01768,2024-07-10,Female,29,Lucknow,Uttar Pradesh,Social Media
C02230,2026-01-20,Male,38,Bhubaneswar,Odisha,Organic Search
C02095,2025-11-10,Female,,Ranchi,Jharkhand,Organic Search
C02465,2026-07-06,Male,,Jaipur,Rajasthan,Social Media
C01648,2025-03-07,Male,32,Jaipur,Rajasthan,Organic Search
C00507,2026-01-24,Male,29,Thiruvananthapuram,Kerala,Paid Ads
C04614,2026-07-16,Male,33,Indore,Madhya Pradesh,Paid Ads
C04378,2024-05-04,Male,30,Lucknow,Uttar Pradesh,Paid Ads
C01972,2024-02-26,Female,42,Patna,,Paid Ads
C01223,2025-11-28,Female,18,Nagpur,Maharashtra,Email
C01114,2025-12-05,Female,23,Noida,,Referral
C01935,2024-12-01,Female,18,Guwahati,Assam,Social Media
C03442,2025-12-23,Male,30,Ranchi,Jharkhand,Social Media
C02498,2026-06-22,Female,18,Guwahati,Assam,Paid Ads
C04685,2025-05-21,Female,,Visakhapatnam,Andhra Pradesh,Referral
C00434,2026-06-29,Female,40,PUNE,Maharashtra,Social Media
C02084,2026-05-02,Female,39,Indore,Madhya Pradesh,Paid Ads
C03173,2026-05-12,Female,19,Kochi,Kerala,Social Media
C04162,2024-04-09,Male,39,Ranchi,Jharkhand,Paid Ads
C03577,2025-12-29,Female,39,Surat,Gujarat,Paid Ads
C04519,2026-06-27,,32,Coimbatore,Tamil Nadu,Organic Search
C04977,2024-08-06,Female,38,Patna,Bihar,Social Media
C04674,2025-06-16,Male,,Delhi,Delhi,Organic Search
C04130,2025-06-06,Female,38,Surat,Gujarat,Paid Ads
C02935,2026-03-04,Female,34,Kochi,Kerala,Organic Search
C01103,2026-06-04,Female,21,Kolkata,West Bengal,Social Media
C02469,2025-04-22,Female,,Surat,Gujarat,Referral
C02331,2026-02-05,Male,30,Bengaluru,Karnataka,Social Media
C04664,2026-05-26,Female,45,Surat,,Email
C04710,2026-05-15,Female,19,Mumbai,Maharashtra,Social Media
C00157,2026-07-04,Other,26,Chennai,Tamil Nadu,Organic Search
C04457,2025-01-05,Female,26,Kolkata,West Bengal,Paid Ads
C03606,2026-02-10,Male,44,Coimbatore,Tamil Nadu,Paid Ads
C00616,2025-10-01,Female,18,Indore,Madhya Pradesh,Referral
C00644,2025-08-06,Female,20,Chennai,Tamil Nadu,Paid Ads
C04242,2025-02-04,Male,30,Lucknow,Uttar Pradesh,Referral
C03044,2024-12-18,Male,27,Hyderabad,Telangana,Organic Search
C01069,2025-10-18,Male,27,Kanpur,Uttar Pradesh,Organic Search
C04917,2025-08-16,Male,36,Ahmedabad,Gujarat,Paid Ads
C02664,2025-07-01,Male,27,Udaipur,Rajasthan,Referral
C04252,2025-02-24,Female,25,Mumbai,Maharashtra,Organic Search
C03207,2025-05-08,Female,42,Delhi,Delhi,Organic Search
C00331,2026-03-08,Male,34,Jaipur,Rajasthan,Paid Ads
C04010,2025-08-18,Female,39,Patna,Bihar,Paid Ads
C02665,2026-03-22,Male,29,Noida,Uttar Pradesh,Email
C03600,2026-01-29,Female,,Coimbatore,Tamil Nadu,Paid Ads
C00623,2026-01-08,Female,18,Visakhapatnam,Andhra Pradesh,Paid Ads
C04971,2025-01-18,Female,35,Faridabad,Haryana,Social Media
C02343,2025-02-08,Male,18,Vijayawada,Andhra Pradesh,Social Media
C03438,2025-02-13,Male,30,HYDERABAD,Telangana,Organic Search
C04406,2025-10-11,Female,28,Guwahati,Assam,Organic Search
C04490,2026-01-19,Female,29,Kolkata,West Bengal,Organic Search
C02053,2024-12-16,Male,45,Thiruvananthapuram,Kerala,Organic Search
C02728,2024-11-27,Female,18,Noida,Uttar Pradesh,Email
C00756,2025-11-13,Female,32,Noida,Uttar Pradesh,Paid Ads
C00519,2025-06-15,Female,34,Coimbatore,Tamil Nadu,Social Media
C03825,2025-10-26,Female,23,Visakhapatnam,Andhra Pradesh,Organic Search
C00033,2025-06-26,Female,43,Mysuru,Karnataka,Referral
C02956,2025-03-14,Male,27,Kanpur,Uttar Pradesh,Organic Search
C01158,2025-10-25,Female,27,Faridabad,Haryana,Paid Ads
C00745,2025-02-14,,41,Jaipur,Rajasthan,Email
C01425,2026-04-11,Female,32,Thiruvananthapuram,Kerala,Organic Search
C02421,2025-06-25,Female,39,Guwahati,Assam,Organic Search
C01663,2024-07-10,Female,18,Guwahati,Assam,Paid Ads
C02610,2026-07-20,Male,18,Mysuru,Karnataka,Organic Search
C00784,2025-11-05,Female,37,Indore,Madhya Pradesh,Social Media
C04931,2026-04-02,Female,19,Udaipur,Rajasthan,Referral
C04759,2024-11-21,,35,Kochi,Kerala,Paid Ads
C00230,2025-04-22,Male,39,Lucknow,Uttar Pradesh,Organic Search
C00858,2025-03-04,Male,54,Guwahati,Assam,Social Media
C01520,2024-12-27,Male,39,Kolkata,West Bengal,Social Media
C02380,2026-04-03,Female,39,Faridabad,Haryana,Referral
C00409,2025-11-15,Male,41,Lucknow,Uttar Pradesh,Organic Search
C00171,2026-07-17,Female,22,ahmedabad,Gujarat,Referral
C00541,2025-05-10,Male,47,Ranchi,Jharkhand,Organic Search
C02228,2025-02-04,Male,18,Nagpur,Maharashtra,Social Media
C02322,2024-12-28,Male,34,Chennai,Tamil Nadu,Organic Search
C02586,2025-06-03,Female,43,Ahmedabad,Gujarat,Organic Search
C00614,2026-04-24,Female,33,Chennai,Tamil Nadu,Social Media
C01514,2025-11-13,Male,25,Patna,Bihar,Social Media
C01836,2026-04-01,Female,25,Delhi,Delhi,Social Media
C03457,2025-12-12,Female,,Chennai,Tamil Nadu,Email
C01162,2025-09-07,Male,41,Ranchi,Jharkhand,Referral
C02078,2025-02-28,Female,34,Chennai,Tamil Nadu,Email
C03167,2026-07-07,Male,25,Jaipur,,Organic Search
C01621,2026-05-07,Male,51,Delhi,Delhi,Social Media
C04952,2024-12-23,Male,46,Nagpur,Maharashtra,Social Media
C01894,2025-03-02,Male,37,Lucknow,Uttar Pradesh,Email
C02216,2025-02-01,Male,,Visakhapatnam,Andhra Pradesh,Referral
C00565,2026-02-22,Female,33,Bengaluru,Karnataka,Paid Ads
C03592,2025-12-08,Female,,Patna,Bihar,Organic Search
C04260,2026-05-22,Male,28,Indore,Madhya Pradesh,Social Media
C01823,2025-06-28,Male,36,chennai,Tamil Nadu,Paid Ads
C03101,2024-10-17,Male,37,Chandigarh,Chandigarh,Referral
C03730,2025-03-16,Female,27,Gurugram,Haryana,Paid Ads
C02288,2024-11-13,Male,21,udaipur,Rajasthan,Social Media
C04941,2025-10-24,Male,25,vijayawada,Andhra Pradesh,Paid Ads
C03495,2025-11-25,Female,54,Patna,Bihar,Paid Ads
C01558,2026-03-05,Female,43,Udaipur,Rajasthan,Paid Ads
C03481,2025-03-20,Female,32,Coimbatore,Tamil Nadu,Organic Search
C04626,2025-06-19,Female,46,Delhi,Delhi,Social Media
C01539,2026-03-08,Female,33,Faridabad,Haryana,Paid Ads
C01173,2025-03-22,Female,32,Delhi,Delhi,Paid Ads
C01449,2025-06-30,Female,25,Chennai,Tamil Nadu,Email
C00326,2026-03-14,Male,35,Patna,Bihar,Organic Search
C01052,2025-04-13,Female,38,Bhopal,Madhya Pradesh,Social Media
C02965,2025-09-13,Female,24,Hyderabad,Telangana,Social Media
C03313,2025-06-24,,29,Delhi,Delhi,Email
