order_id,customer_id,order_date,payment_method,order_status,discount_amount,shipping_fee
O017757,C03549,2026-06-13,Debit Card,Cancelled,0.0,0.0
O005502,C01925,2026-08-26,Credit Card,Completed,0.0,0.0
O010091,C00296,2026-04-18,Debit Card,Completed,1466.1,0.0
O007319,C03600,2026-02-17,UPI,Completed,0.0,0.0
O013104,C02458,2026-08-17,Debit Card,Completed,0.0,0.0
O009953,C04695,2025-10-08,Debit Card,Completed,308.05,0.0
O024950,C03223,2025-10-15,Debit Card,Completed,156.58,0.0
O012140,C00559,2026-07-10,UPI,Completed,0.0,0.0
O027183,C03799,2026-05-14,UPI,Completed,0.0,0.0
O009411,C03008,2025-01-05,UPI,Completed,0.0,0.0
O009817,C00933,2026-02-03,Cash on Delivery,Returned,0.0,0.0
O020660,C01509,2025-09-03,UPI,Completed,0.0,0.0
O015828,C03846,2025-10-14,UPI,Completed,0.0,0.0
O013962,C03567,2025-12-16,Net Banking,Completed,709.39,0.0
O005501,C01925,2026-05-21,Debit Card,Completed,0.0,0.0
O018962,C01266,2026-06-07,UPI,Completed,0.0,0.0
O012969,C01071,2025-06-13,Net Banking,Completed,0.0,0.0
O014602,C01353,2026-06-03,Credit Card,Completed,0.0,0.0
O010931,C03356,2026-07-21,Debit Card,Completed,0.0,0.0
O020638,C01224,2025-10-30,Debit Card,Completed,0.0,0.0
O004820,C02824,2025-05-11,Cash on Delivery,Completed,143.5,0.0
O007137,C00434,2026-07-09,Debit Card,Completed,0.0,0.0
O014531,C02149,2026-03-14,UPI,Completed,0.0,0.0
O008319,C01610,2026-05-21,Credit Card,Completed,11.37,49.0
O016703,C00892,2026-06-09,Credit Card,Completed,0.0,0.0
O022439,C01204,2026-05-26,Debit Card,Completed,0.0,0.0
O014360,C01447,2026-04-18,Net Banking,Completed,24.16,49.0
O024718,C03073,2025-10-16,UPI,Completed,750.29,0.0
O009576,C03808,2026-07-03,Credit Card,Cancelled,0.0,0.0
O012011,C01153,2026-01-10,UPI,Completed,579.05,0.0
O013308,C01125,2025-07-26,Credit Card,Completed,1057.83,0.0
O010701,C04634,2025-10-29,UPI,Completed,0.0,0.0
O020806,C01459,2026-06-20,Debit Card,Completed,768.98,0.0
O011404,C00821,2026-05-11,UPI,Completed,0.0,0.0
O025796,C04496,2025-07-30,Credit Card,Completed,0.0,0.0
O007364,C04490,2026-01-24,Net Banking,Completed,284.94,0.0
O000232,C04697,2026-07-10,Debit Card,Completed,274.22,0.0
O020443,C03224,2026-06-01,UPI,Completed,0.0,0.0
O024911,C00954,2025-06-21,Net Banking,Completed,531.54,0.0
O006401,C01222,2025-10-07,Cash on Delivery,Completed,0.0,0.0
O008705,C03667,2026-07-02,Credit Card,Completed,0.0,0.0
O010232,C00959,2026-06-30,Credit Card,Completed,1044.73,0.0
O004129,C02813,2025-04-24,Debit Card,Completed,0.0,0.0
O010211,C00450,2026-02-02,Debit Card,Returned,0.0,0.0
O012083,C01650,2026-01-04,UPI,Completed,0.0,0.0
O019039,C00448,2026-04-25,Cash on Delivery,Completed,490.98,0.0
O017478,C02468,2025-11-09,Debit Card,Completed,311.31,0.0
O003266,C04405,2025-10-14,Credit Card,Completed,0.0,0.0
O000076,C04523,2026-02-23,Net Banking,Completed,150.93,0.0
O022220,C04715,2025-10-05,Debit Card,Cancelled,0.0,0.0
O004116,C00275,2025-02-12,Debit Card,Completed,210.1,0.0
O013103,C02458,2026-07-15,Debit Card,Completed,0.0,0.0
O001109,C01352,2025-11-11,Cash on Delivery,Completed,0.0,0.0
O002210,C04190,2026-04-25,UPI,Completed,226.95,0.0
O025044,C03953,2026-07-16,Net Banking,Completed,610.65,0.0
O005713,C04900,2025-09-19,UPI,Completed,2866.39,0.0
O027094,C02696,2026-06-24,,Returned,587.19,0.0
O008471,C04369,2026-07-11,Debit Card,Returned,0.0,0.0
O000749,C02060,2025-06-06,UPI,Completed,118.36,0.0
O027279,C00776,2026-06-05,Credit Card,Completed,0.0,0.0
O004985,C04312,2026-06-05,Debit Card,Completed,0.0,0.0
O007840,C02516,2026-06-28,UPI,Completed,270.78,0.0
O008410,C00045,2026-06-23,Net Banking,Completed,0.0,0.0
O009090,C02604,2025-11-28,UPI,Completed,0.0,0.0
O002228,C01095,2026-01-12,UPI,Completed,1067.75,0.0
O015984,C01917,2026-08-17,Net Banking,Cancelled,0.0,0.0
O010195,C01290,2025-09-28,UPI,Completed,118.29,0.0
O016584,C04024,2025-10-15,Net Banking,Completed,338.68,0.0
O002360,C01102,2025-12-24,UPI,Completed,0.0,0.0
O001600,C00752,2026-02-10,UPI,Completed,409.22,0.0
O026688,C00699,2026-02-15,UPI,Completed,661.96,0.0
O024546,C03020,2026-03-24,Credit Card,Completed,497.01,0.0
O000477,C02196,2026-04-14,Debit Card,Returned,0.0,0.0
O013045,C03467,2026-02-23,Credit Card,Completed,0.0,0.0
O006236,C04704,2026-08-17,UPI,Completed,0.0,0.0
O007859,C04854,2025-04-09,UPI,Cancelled,1298.63,0.0
O003051,C03783,2025-01-25,Credit Card,Completed,0.0,0.0
O000260,C02381,2026-01-10,Credit Card,Completed,2683.31,0.0
O014948,C00042,2026-04-05,UPI,Completed,0.0,0.0
O005406,C02621,2025-08-18,UPI,Completed,2313.01,0.0
O025683,C00877,2026-04-27,Debit Card,Completed,0.0,0.0
O010105,C00387,2026-01-09,UPI,Completed,0.0,0.0
O007938,C00691,2026-02-22,UPI,Completed,0.0,0.0
O011072,C02751,2026-07-04,Debit Card,Completed,58.47,0.0
O005338,C00069,2025-09-26,Debit Card,Completed,0.0,0.0
O012137,C00559,2025-12-13,UPI,Completed,171.89,0.0
O014736,C04693,2026-03-01,Net Banking,Completed,182.97,0.0
O005291,C00880,2026-07-02,Credit Card,Completed,435.23,0.0
O022229,C03496,2025-05-15,Debit Card,Completed,0.0,0.0
O016467,C03753,2026-03-13,UPI,Completed,0.0,0.0
O027271,C04015,2026-06-05,Cash on Delivery,Completed,776.66,0.0
O006778,C01163,2025-01-21,Debit Card,Completed,454.88,0.0
O002586,C00222,2025-12-15,UPI,Cancelled,158.94,0.0
O004451,C00795,2026-05-11,UPI,Completed,0.0,0.0
O001148,C04075,2026-07-04,UPI,Completed,0.0,0.0
O000347,C01742,2025-11-18,UPI,Completed,1130.58,0.0
O017978,C00317,2026-04-19,UPI,Completed,265.78,0.0
O002731,C00878,2025-10-11,Cash on Delivery,Completed,0.0,0.0
O015054,C02011,2025-02-18,Cash on Delivery,Completed,277.03,0.0
O004016,C03834,2026-05-15,UPI,Completed,0.0,0.0
O019864,C01086,2025-07-08,UPI,Completed,0.0,0.0
O014146,C02280,2025-05-26,Net Banking,Completed,1953.8,0.0
O009937,C00195,2026-05-21,Debit Card,Completed,0.0,49.0
O008257,C00437,2025-04-29,Cash on Delivery,Completed,0.0,0.0
O015895,C02692,2026-07-09,Credit Card,Completed,0.0,0.0
O014779,C01961,2026-02-11,Credit Card,Completed,0.0,0.0
O003474,C02173,2026-04-15,Cash on Delivery,Completed,0.0,0.0
O017503,C03406,2025-10-13,Debit Card,Completed,469.88,0.0
O015302,C01233,2026-05-31,Cash on Delivery,Completed,292.17,0.0
O025982,C01140,2025-06-22,UPI,Completed,321.44,0.0
O001388,C00492,2026-06-20,UPI,Completed,0.0,0.0
O005344,C00069,2025-12-10,Net Banking,Completed,0.0,0.0
O016975,C00620,2026-04-21,Credit Card,Completed,344.43,0.0
O022460,C00025,2025-11-25,Credit Card,Completed,0.0,0.0
O000964,C03712,2025-09-07,UPI,Completed,0.0,0.0
O021648,C01556,2026-05-17,Credit Card,Completed,410.82,0.0
O002620,C01559,2026-06-16,Net Banking,Completed,0.0,0.0
O024777,C04187,2026-04-10,UPI,Completed,1274.05,0.0
O021525,C03281,2025-10-28,UPI,Completed,0.0,0.0
O021186,C01600,2026-05-03,UPI,Completed,0.0,0.0
O010743,C02222,2025-11-26,UPI,Completed,0.0,0.0
O014544,C01576,2026-08-05,UPI,Cancelled,0.0,0.0
O009686,C03939,2026-04-01,UPI,Completed,277.36,0.0
O025419,C03731,2026-08-14,Credit Card,Completed,553.74,0.0
O011128,C04017,2025-12-16,Credit Card,Completed,0.0,0.0
O016294,C02653,2025-09-21,Debit Card,Completed,53.28,49.0
O003069,C02764,2025-10-06,Net Banking,Completed,0.0,0.0
O020726,C01521,2026-03-24,UPI,Completed,542.75,0.0
O004098,C03476,2026-02-19,UPI,Completed,0.0,0.0
O004660,C01481,2025-08-09,UPI,Completed,0.0,0.0
O011571,C04591,2026-04-23,UPI,Completed,0.0,0.0
O002618,C04048,2026-05-02,UPI,Completed,0.0,0.0
O016854,C01036,2026-03-24,Debit Card,Completed,0.0,0.0
O008450,C03884,2026-08-27,Net Banking,Returned,503.51,0.0
O027451,C02392,2026-08-06,,Completed,0.0,0.0
O008289,C04234,2026-05-23,,Completed,0.0,0.0
O002223,C00316,2026-07-02,Cash on Delivery,Completed,284.67,0.0
O018320,C04801,2026-01-14,UPI,Completed,0.0,0.0
O014574,C02311,2025-08-13,Credit Card,Completed,0.0,0.0
O011626,C01139,2025-12-09,Credit Card,Completed,0.0,0.0
O009536,C00911,2025-07-10,UPI,Completed,0.0,0.0
O007556,C02288,2025-01-07,Credit Card,Completed,0.0,0.0
O001347,C02908,2026-07-30,UPI,Cancelled,533.88,0.0
O022728,C02936,2026-01-15,Credit Card,Completed,953.72,0.0
O024453,C04442,2026-05-30,UPI,Completed,208.11,0.0
O009737,C01007,2025-03-02,,Completed,525.19,0.0
O010135,C02265,2026-05-20,Credit Card,Completed,1449.37,0.0
O010393,C00431,2026-04-03,UPI,Returned,0.0,0.0
O002118,C03967,2025-04-12,Credit Card,Completed,863.42,0.0
O009408,C01189,2026-06-07,UPI,Completed,2124.79,0.0
O012433,C00177,2026-01-02,Debit Card,Completed,302.51,0.0
O017805,C00809,2026-01-01,UPI,Completed,47.67,49.0
O021182,C01600,2025-11-02,Credit Card,Completed,46.89,0.0
O027194,C03343,2025-07-31,UPI,Completed,272.75,0.0
O004673,C01540,2025-03-30,UPI,Completed,376.45,0.0
O025992,C04793,2026-01-28,Debit Card,Completed,0.0,0.0
O014240,C04409,2026-08-04,Credit Card,Completed,0.0,0.0
O008892,C00499,2026-01-26,UPI,Cancelled,1137.97,0.0
O013652,C02251,2026-03-01,Net Banking,Completed,0.0,0.0
O021115,C01320,2026-01-09,Credit Card,Completed,0.0,0.0
O024711,C01997,2026-06-06,UPI,Completed,0.0,0.0
O003965,C02219,2025-12-13,Net Banking,Completed,0.0,0.0
O019808,C04889,2026-05-31,Cash on Delivery,Completed,0.0,0.0
O011498,C01299,2026-08-22,UPI,Returned,144.52,0.0
O023311,C01620,2026-08-09,Net Banking,Completed,361.14,0.0
O017804,C00809,2025-08-26,Credit Card,Completed,0.0,0.0
O015057,C02011,2026-01-12,UPI,Returned,0.0,0.0
O009335,C02104,2026-07-22,Credit Card,Completed,0.0,0.0
O023096,C03598,2025-07-14,Credit Card,Completed,733.03,0.0
O004346,C01486,2025-12-16,Credit Card,Completed,0.0,0.0
O011007,C03612,2026-05-11,Net Banking,Completed,173.46,0.0
O015010,C01690,2026-04-20,UPI,Completed,0.0,0.0
O023537,C03518,2026-07-07,UPI,Completed,613.33,0.0
O024492,C04137,2025-09-12,Credit Card,Completed,0.0,0.0
O021819,C00165,2025-10-23,UPI,Completed,0.0,0.0
O022883,C04959,2025-01-08,Credit Card,Completed,0.0,0.0
O002351,C01345,2026-07-13,Credit Card,Completed,0.0,0.0
O024233,C00236,2026-03-28,Cash on Delivery,Completed,0.0,0.0
O006463,C04541,2026-03-13,Credit Card,Completed,0.0,0.0
O018880,C00886,2025-11-22,Net Banking,Completed,817.4,0.0
O027135,C04888,2025-11-11,UPI,Completed,520.43,0.0
O004385,C03542,2026-03-11,Cash on Delivery,Completed,0.0,0.0
O016335,C03319,2025-02-12,UPI,Completed,401.35,0.0
O018004,C00106,2026-06-28,UPI,Completed,452.01,0.0
O014557,C01796,2025-09-10,Cash on Delivery,Completed,929.37,0.0
O026852,C01530,2026-07-06,Credit Card,Completed,196.05,0.0
O011847,C04898,2026-06-30,UPI,Completed,210.4,0.0
O004086,C02678,2025-04-10,Credit Card,Completed,240.0,0.0
O006389,C03593,2026-06-19,Credit Card,Completed,0.0,0.0
O027214,C01982,2026-06-27,UPI,Completed,0.0,0.0
O024208,C01849,2025-10-10,,Completed,0.0,0.0
O000735,C02820,2026-08-14,UPI,Completed,752.72,0.0
O019813,C03827,2025-08-21,Net Banking,Completed,0.0,0.0
O000145,C03904,2026-07-11,UPI,Completed,0.0,0.0
O016796,C01209,2026-04-01,Net Banking,Completed,0.0,0.0
O025234,C00754,2026-07-12,Credit Card,Completed,1114.69,0.0
O008352,C00184,2026-03-08,Debit Card,Completed,0.0,0.0
O002975,C04532,2026-07-24,UPI,Completed,422.12,0.0
O015539,C03461,2026-05-23,UPI,Returned,1751.38,0.0
O002565,C03691,2025-12-22,UPI,Completed,1212.83,0.0
O024653,C01853,2026-03-06,Cash on Delivery,Completed,586.51,0.0
O019422,C04101,2026-03-23,Debit Card,Completed,105.66,0.0
O012806,C00547,2026-08-17,Credit Card,Completed,0.0,0.0
O002716,C04732,2025-05-31,Debit Card,Completed,47.6,49.0
O007883,C04084,2025-01-01,UPI,Completed,377.73,0.0
O008275,C02488,2026-06-29,UPI,Completed,187.78,0.0
O009435,C04789,2025-11-07,UPI,Returned,0.0,0.0
O017471,C04954,2025-09-15,Credit Card,Completed,0.0,0.0
O019026,C01008,2026-01-25,UPI,Completed,423.52,0.0
O017740,C00685,2026-02-27,Cash on Delivery,Returned,0.0,0.0
O018170,C03976,2026-04-04,UPI,Returned,429.17,0.0
O015179,C02563,2026-07-20,Credit Card,Completed,0.0,0.0
O017006,C02213,2025-08-22,Net Banking,Completed,597.74,0.0
O011230,C00977,2026-07-19,UPI,Cancelled,0.0,0.0
O007446,C02228,2025-04-21,Net Banking,Completed,0.0,0.0
O013608,C03966,2026-05-14,Cash on Delivery,Cancelled,0.0,0.0
O019340,C04444,2026-04-29,Debit Card,Completed,0.0,0.0
O013626,C00235,2026-02-18,UPI,Completed,541.74,0.0
O002230,C01095,2026-01-17,Debit Card,Completed,0.0,0.0
O015781,C04241,2025-12-27,Cash on Delivery,Completed,0.0,49.0
O010802,C04117,2026-08-07,Debit Card,Completed,0.0,0.0
O026674,C02161,2026-01-06,Debit Card,Cancelled,0.0,0.0
O023687,C03284,2026-01-19,,Completed,0.0,0.0
O012080,C01899,2025-10-18,UPI,Completed,0.0,0.0
O004376,C01033,2026-07-28,Net Banking,Completed,520.78,0.0
O011525,C02306,2025-05-31,Credit Card,Completed,0.0,0.0
O023124,C02450,2025-08-02,Cash on Delivery,Completed,0.0,0.0
O007881,C02299,2026-07-08,Credit Card,Completed,0.0,0.0
O009422,C02752,2025-07-25,Cash on Delivery,Completed,0.0,0.0
O017240,C02009,2026-07-16,UPI,Returned,334.49,0.0
O001581,C01515,2026-02-22,Credit Card,Completed,1072.64,0.0
O024366,C04915,2025-12-12,UPI,Completed,653.58,0.0
O013591,C00213,2025-12-04,UPI,Completed,1953.21,0.0
O013318,C01125,2026-04-16,UPI,Completed,-20.09,0.0
O001511,C02111,2026-04-15,Debit Card,Completed,85.61,0.0
O010878,C04617,2025-06-18,UPI,Cancelled,0.0,0.0
O022379,C01108,2026-04-17,Debit Card,Completed,385.78,0.0
O015876,C03789,2026-01-17,Net Banking,Completed,699.44,0.0
O025905,C04962,2026-01-25,UPI,Returned,0.0,0.0
O022996,C02205,2026-03-22,UPI,Returned,321.72,0.0
O013789,C03952,2026-04-02,UPI,Completed,0.0,0.0
O014477,C02045,2025-08-15,UPI,Completed,300.39,0.0
O016894,C00282,2025-12-04,Credit Card,Completed,0.0,0.0
O012970,C01071,2026-01-25,Credit Card,Completed,220.98,0.0
O025607,C00741,2026-01-24,Credit Card,Cancelled,1602.31,0.0
O019887,C01326,2026-01-09,Cash on Delivery,Completed,0.0,49.0
O009021,C02657,2026-06-23,UPI,Completed,0.0,0.0
O000645,C00417,2026-06-28,Credit Card,Completed,0.0,0.0
O011725,C02901,2025-02-22,Debit Card,Completed,1088.57,0.0
O008603,C01187,2026-02-04,Net Banking,Completed,259.07,0.0
O009420,C00109,2026-02-24,Credit Card,Completed,125.23,0.0
O022083,C00055,2026-04-01,Net Banking,Completed,0.0,0.0
O019360,C02272,2025-05-20,Net Banking,Completed,0.0,0.0
O018531,C01981,2025-03-12,Credit Card,Completed,137.09,0.0
O011317,C00661,2026-02-21,Credit Card,Completed,461.58,0.0
O000195,C01895,2026-07-23,UPI,Returned,0.0,0.0
O006864,C02878,2026-07-05,Credit Card,Completed,464.89,0.0
O002831,C00355,2025-09-10,UPI,Completed,0.0,0.0
O021490,C01305,2026-03-02,UPI,Pending,1507.05,0.0
O023425,C01142,2025-12-20,Net Banking,Completed,0.0,0.0
O026360,C04200,2026-05-31,Net Banking,Completed,0.0,0.0
O023620,C01762,2026-06-11,UPI,Cancelled,0.0,0.0
O007192,C04664,2026-05-26,Net Banking,Cancelled,90.19,0.0
O000431,C00241,2026-07-29,Net Banking,Cancelled,0.0,0.0
O020158,C00318,2026-04-04,Credit Card,Completed,453.15,0.0
O011403,C00821,2026-05-08,UPI,Completed,0.0,0.0
O010355,C04787,2026-03-29,UPI,Completed,0.0,0.0
O022235,C03216,2025-12-04,UPI,Completed,0.0,0.0
O006952,C04447,2026-06-07,Cash on Delivery,Completed,75.3,0.0
O015461,C01923,2026-01-01,UPI,Completed,73.29,0.0
O011636,C00949,2025-08-10,Credit Card,Completed,146.8,0.0
O005533,C02705,2026-05-15,UPI,Completed,849.1,0.0
O008827,C02403,2025-01-19,UPI,Completed,0.0,0.0
O022227,C03496,2025-04-22,Debit Card,Completed,0.0,0.0
O009292,C01557,2025-03-01,Cash on Delivery,Completed,0.0,0.0
O010837,C00753,2026-07-16,UPI,Completed,0.0,0.0
O020683,C00339,2025-02-24,UPI,Completed,0.0,0.0
O009403,C01189,2025-07-05,Cash on Delivery,Pending,0.0,0.0
O014735,C04693,2026-03-01,UPI,Completed,167.25,0.0
O022825,C04808,2025-12-22,Credit Card,Completed,0.0,0.0
O005473,C03309,2025-05-25,Cash on Delivery,Pending,0.0,0.0
O001748,C00133,2026-05-28,UPI,Completed,445.55,0.0
O003287,C02155,2026-04-16,,Cancelled,0.0,0.0
O009562,C03500,2026-04-27,UPI,Completed,86.91,49.0
O016811,C00217,2026-02-27,Cash on Delivery,Completed,930.92,0.0
O001053,C02823,2025-12-08,Credit Card,Completed,1404.14,0.0
O002974,C04532,2026-07-10,Debit Card,Completed,1435.46,0.0
O006979,C00361,2025-08-05,Debit Card,Cancelled,45.61,0.0
O003590,C00722,2025-04-27,UPI,Completed,0.0,0.0
O009850,C04623,2026-05-09,Credit Card,Completed,584.22,0.0
O021404,C02886,2026-04-21,Debit Card,Completed,0.0,0.0
O009001,C00666,2025-04-05,Credit Card,Completed,57.9,0.0
O004038,C01627,2026-05-02,Net Banking,Completed,2566.75,0.0
O015572,C03987,2025-06-14,UPI,Completed,439.65,0.0
O018536,C01981,2025-12-05,Cash on Delivery,Cancelled,0.0,0.0
O014264,C01732,2025-06-10,Credit Card,Completed,0.0,0.0
O015551,C00999,2026-08-19,Credit Card,Completed,97.28,0.0
O003726,C04319,2025-05-25,UPI,Completed,0.0,0.0
O024890,C02682,2026-01-19,Net Banking,Completed,35.34,49.0
O011477,C04842,2026-03-16,Credit Card,Completed,964.46,0.0
O010243,C01794,2026-05-08,UPI,Completed,254.48,0.0
O019448,C03196,2026-05-26,UPI,Returned,0.0,0.0
O003586,C03853,2025-12-04,UPI,Completed,316.03,0.0
O020541,C02931,2026-07-04,Cash on Delivery,Completed,358.66,0.0
O025467,C02142,2025-05-13,UPI,Completed,0.0,0.0
O005658,C00193,2026-07-27,Net Banking,Completed,0.0,0.0
O018227,C01568,2026-05-22,UPI,Completed,1113.84,0.0
O021872,C01112,2026-02-25,Net Banking,Completed,0.0,0.0
O014818,C00164,2025-12-26,Credit Card,Completed,0.0,0.0
O021820,C00165,2025-11-06,Credit Card,Completed,0.0,49.0
O005355,C03372,2025-02-01,Cash on Delivery,Completed,0.0,0.0
O010915,C01958,2025-12-14,Credit Card,Returned,656.57,0.0
O011041,C02918,2026-06-08,Credit Card,Completed,0.0,0.0
O010257,C00655,2025-12-22,Net Banking,Returned,0.0,0.0
O022647,C01646,2026-03-31,Credit Card,Completed,0.0,0.0
O025475,C03119,2026-07-21,Credit Card,Completed,0.0,0.0
O025272,C04108,2025-12-16,Credit Card,Completed,43.5,49.0
O006693,C02463,2026-07-02,Credit Card,Completed,0.0,0.0
O013679,C02284,2026-08-10,Credit Card,Completed,1468.18,0.0
O001809,C01324,2026-08-24,Credit Card,Completed,0.0,0.0
O016614,C01143,2025-07-27,UPI,Completed,286.51,0.0
O000719,C00229,2025-08-02,Net Banking,Completed,851.46,0.0
O011968,C03611,2026-05-10,Debit Card,Completed,149.37,0.0
O025655,C04365,2025-09-18,Net Banking,Completed,0.0,0.0
O020033,C00146,2025-05-29,UPI,Completed,0.0,0.0
O027040,C04876,2026-01-11,Debit Card,Completed,2206.27,0.0
O006626,C03149,2025-11-30,Net Banking,Completed,582.93,0.0
O010581,C00397,2026-03-29,Cash on Delivery,Completed,326.96,0.0
O018976,C01220,2026-07-30,Debit Card,Completed,251.69,0.0
O020685,C00339,2025-05-24,UPI,Completed,0.0,0.0
O026920,C00564,2026-08-15,Debit Card,Completed,0.0,0.0
O003032,C01667,2026-08-26,Net Banking,Completed,199.55,0.0
O006435,C03341,2026-06-01,UPI,Completed,0.0,0.0
O021155,C00693,2026-08-20,Debit Card,Completed,551.83,0.0
O003489,C02347,2025-09-17,UPI,Completed,0.0,0.0
O014863,C03472,2026-01-19,Debit Card,Completed,141.74,0.0
O009708,C04847,2026-02-01,UPI,Completed,1012.82,0.0
O019162,C02720,2025-10-10,UPI,Pending,544.51,0.0
O012108,C01234,2026-01-19,Cash on Delivery,Completed,0.0,0.0
O025270,C04108,2025-12-09,Debit Card,Pending,426.44,0.0
O011752,C04253,2025-09-02,UPI,Completed,0.0,0.0
O019134,C01548,2026-07-30,Credit Card,Completed,2505.83,0.0
O001435,C03045,2025-12-03,Credit Card,Completed,0.0,0.0
O002567,C03691,2025-12-30,UPI,Completed,0.0,0.0
O019713,C04630,2025-12-18,Net Banking,Completed,0.0,0.0
O007732,C01422,2026-03-14,Credit Card,Cancelled,0.0,0.0
O002684,C02926,2025-06-19,Credit Card,Completed,460.47,0.0
O017660,C00312,2025-03-25,Credit Card,Completed,0.0,0.0
O009932,C00195,2026-04-28,Credit Card,Completed,235.51,0.0
O012921,C04320,2025-12-13,UPI,Cancelled,667.58,0.0
O013727,C02521,2025-10-05,Cash on Delivery,Completed,127.56,0.0
O026668,C02161,2025-04-28,UPI,Completed,0.0,0.0
O009652,C01778,2025-09-03,Cash on Delivery,Completed,235.7,0.0
O013165,C04949,2026-05-13,UPI,Cancelled,869.47,0.0
O018806,C01031,2026-08-19,UPI,Completed,0.0,0.0
O017129,C01629,2026-06-01,Credit Card,Completed,0.0,0.0
O014588,C04986,2025-10-26,UPI,Cancelled,0.0,0.0
O014015,C04610,2026-08-16,UPI,Completed,0.0,0.0
O012550,C04861,2025-08-03,UPI,Returned,197.04,0.0
O026685,C00699,2025-12-13,UPI,Completed,1580.41,0.0
O022796,C00363,2026-05-13,Net Banking,Completed,0.0,0.0
O005825,C01104,2025-02-04,Credit Card,Completed,49.0,49.0
O006012,C02907,2025-11-07,UPI,Completed,0.0,0.0
O022494,C04408,2026-07-09,Cash on Delivery,Completed,0.0,0.0
O014218,C03276,2025-02-04,UPI,Completed,0.0,0.0
O018265,C02014,2026-07-15,Debit Card,Completed,253.12,0.0
O020197,C04183,2026-08-28,UPI,Completed,215.97,0.0
O021288,C00168,2025-09-26,UPI,Completed,0.0,0.0
O013296,C00698,2025-12-26,UPI,Completed,0.0,0.0
O009460,C00797,2025-02-15,Debit Card,Completed,0.0,0.0
O004417,C03409,2026-07-20,Debit Card,Completed,0.0,0.0
O006418,C02275,2025-11-24,Credit Card,Completed,854.12,0.0
O020476,C03043,2026-07-25,UPI,Pending,0.0,0.0
O021157,C02867,2026-04-15,UPI,Cancelled,0.0,0.0
O027417,C04118,2026-07-22,UPI,Completed,0.0,0.0
O007651,C03313,2025-12-24,Debit Card,Completed,0.0,0.0
O019292,C03219,2025-10-20,Credit Card,Completed,127.37,0.0
O016537,C03277,2026-01-22,UPI,Returned,0.0,0.0
O004207,C02365,2025-10-07,UPI,Completed,750.38,0.0
O013958,C03567,2025-09-05,Cash on Delivery,Completed,249.47,0.0
O013763,C03215,2025-12-18,UPI,Completed,0.0,0.0
O026062,C01070,2026-07-31,Net Banking,Returned,0.0,0.0
O026489,C01735,2026-06-30,Net Banking,Completed,0.0,0.0
O023282,C04968,2025-11-19,Debit Card,Completed,337.93,0.0
O013532,C02606,2025-02-22,UPI,Cancelled,0.0,0.0
O027347,C01900,2025-01-19,UPI,Completed,78.91,0.0
O026663,C04098,2026-07-19,UPI,Cancelled,0.0,0.0
O014144,C02928,2026-03-13,Credit Card,Completed,0.0,0.0
O019255,C02619,2026-05-25,UPI,Cancelled,282.42,0.0
O014963,C00561,2025-12-31,Credit Card,Completed,0.0,0.0
O009805,C00007,2026-05-21,Cash on Delivery,Completed,0.0,0.0
O015001,C01690,2026-03-07,UPI,Completed,0.0,0.0
O011366,C01622,2026-02-14,Debit Card,Completed,0.0,0.0
O010841,C01645,2025-09-19,UPI,Completed,0.0,0.0
O027275,C04015,2026-06-07,Debit Card,Completed,0.0,0.0
O019354,C02163,2025-09-06,Credit Card,Completed,382.25,0.0
O019707,C04630,2025-03-09,Cash on Delivery,Completed,1434.87,0.0
O012285,C01092,2026-02-26,Credit Card,Completed,371.18,0.0
O013584,C00283,2026-03-03,Cash on Delivery,Completed,0.0,0.0
O019412,C00454,2025-09-05,Debit Card,Completed,0.0,0.0
O005842,C00167,2026-05-01,Debit Card,Cancelled,0.0,0.0
O020036,C00146,2025-06-30,UPI,Cancelled,0.0,0.0
O018145,C01577,2026-01-24,Cash on Delivery,Completed,0.0,0.0
O001036,C03530,2026-06-28,Credit Card,Completed,400.13,0.0
O014676,C02785,2026-01-06,UPI,Cancelled,1039.2,0.0
O026477,C02977,2026-08-15,Credit Card,Pending,0.0,0.0
O007072,C01972,2026-07-11,Credit Card,Cancelled,0.0,0.0
O007726,C04564,2025-12-20,Net Banking,Completed,0.0,0.0
O012345,C01728,2026-05-05,UPI,Completed,520.82,0.0
O000018,C01026,2026-01-16,Net Banking,Completed,0.0,0.0
O022225,C03091,2026-06-25,UPI,Completed,0.0,0.0
O016639,C00086,2026-06-10,Net Banking,Completed,0.0,0.0
O018769,C00907,2026-01-09,UPI,Completed,0.0,0.0
O022676,C03368,2025-10-12,Credit Card,Cancelled,1039.61,0.0
O019347,C04444,2026-05-07,Credit Card,Completed,0.0,0.0
O024038,C04165,2025-04-30,Debit Card,Completed,90.27,0.0
O022693,C03057,2026-05-28,UPI,Returned,1511.42,0.0
O003411,C03618,2026-05-06,UPI,Cancelled,0.0,0.0
O024832,C01681,2025-04-10,UPI,Completed,463.47,0.0
O002436,C01169,2025-08-03,UPI,Completed,0.0,0.0
O002593,C00222,2026-07-08,UPI,Returned,104.25,0.0
O000743,C01184,2026-02-14,Credit Card,Completed,0.0,0.0
O002309,C04671,2025-08-25,UPI,Completed,446.9,0.0
O004990,C00583,2026-03-30,Credit Card,Completed,0.0,0.0
O002010,C04862,2025-03-17,Debit Card,Completed,0.0,0.0
O003917,C04093,2026-04-07,UPI,Completed,0.0,0.0
O003610,C03275,2026-06-01,Cash on Delivery,Cancelled,0.0,0.0
