customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C01257,104,2,8416.0,3,2,2,7,Lost
C01258,138,2,6444.0,2,2,1,5,Lost
C01259,14,1,7438.0,5,1,2,8,Potential Loyalists
C01260,15,2,11814.0,5,2,2,9,Potential Loyalists
C01261,175,1,2498.0,2,1,1,4,Lost
C01262,173,3,7875.0,2,2,2,6,Lost
C01263,18,2,11003.0,5,2,2,9,Potential Loyalists
C01264,362,3,24360.0,1,2,4,7,Lost
C01265,133,2,9273.0,2,2,2,6,Lost
C01266,85,15,48905.0,3,5,5,13,Loyal Customers
C01267,83,2,8575.0,3,2,2,7,Lost
C01268,208,3,14274.0,2,2,3,7,Lost
C01269,207,7,15010.0,2,4,3,9,At Risk
C01270,55,7,22127.0,3,4,3,10,Loyal Customers
C01271,368,8,26518.0,1,5,4,10,At Risk
C01272,41,1,9523.0,4,1,2,7,Potential Loyalists
C01273,14,7,18997.0,5,4,3,12,Loyal Customers
C01274,299,1,4147.0,1,1,1,3,Lost
C01275,147,1,7108.0,2,1,2,5,Lost
C01276,55,12,93746.0,3,5,5,13,Loyal Customers
C01277,438,5,15130.0,1,4,3,8,At Risk
C01278,25,2,6397.0,5,2,1,8,Potential Loyalists
C01279,152,3,55167.0,2,2,5,9,Lost
C01280,305,10,31994.0,1,5,4,10,At Risk
C01281,16,1,12624.0,5,1,2,8,Potential Loyalists
C01282,214,1,819.0,1,1,1,3,Lost
C01283,595,3,5953.0,1,2,1,4,Lost
C01284,48,4,11604.0,4,3,2,9,Loyal Customers
C01285,496,11,31954.0,1,5,4,10,At Risk
C01286,138,2,12943.0,2,2,2,6,Lost
C01287,104,8,46104.0,3,5,5,13,Loyal Customers
C01288,153,4,26093.0,2,3,4,9,At Risk
C01289,17,2,8023.0,5,2,2,9,Potential Loyalists
C01290,12,15,46137.0,5,5,5,15,Champions
C01291,44,8,34095.0,4,5,4,13,Champions
C01292,3,1,12576.0,5,1,2,8,Potential Loyalists
C01293,41,5,17421.0,4,4,3,11,Loyal Customers
C01294,14,2,5357.0,5,2,1,8,Potential Loyalists
C01295,4,1,3189.0,5,1,1,7,Potential Loyalists
C01296,6,9,58897.0,5,5,5,15,Champions
C01297,58,8,96160.0,3,5,5,13,Loyal Customers
C01298,67,2,6786.0,3,2,2,7,Lost
C01299,73,5,16392.0,3,4,3,10,Loyal Customers
C01300,7,6,20180.0,5,4,3,12,Loyal Customers
C01301,163,7,15279.0,2,4,3,9,At Risk
C01302,194,4,23890.0,2,3,4,9,At Risk
C01303,43,4,32414.0,4,3,4,11,Loyal Customers
C01304,64,1,2678.0,3,1,1,5,Lost
C01305,31,2,10945.0,4,2,2,8,Potential Loyalists
C01306,245,1,3599.0,1,1,1,3,Lost
C01307,104,1,5138.0,3,1,1,5,Lost
C01308,185,7,43114.0,2,4,5,11,At Risk
C01309,70,1,2128.0,3,1,1,5,Lost
C01312,24,1,4628.0,5,1,1,7,Potential Loyalists
C01313,55,2,8065.0,3,2,2,7,Lost
C01314,19,5,24253.0,5,4,4,13,Champions
C01315,142,2,29140.0,2,2,4,8,Lost
C01316,20,6,40010.0,5,4,4,13,Champions
C01317,171,2,10245.0,2,2,2,6,Lost
C01318,263,8,25278.0,1,5,4,10,At Risk
C01319,251,6,16749.0,1,4,3,8,At Risk
C01320,185,6,12970.0,2,4,2,8,At Risk
C01321,44,2,12284.0,4,2,2,8,Potential Loyalists
C01322,473,8,20187.0,1,5,3,9,At Risk
C01323,82,4,25740.0,3,3,4,10,Loyal Customers
C01324,7,13,64230.0,5,5,5,15,Champions
C01325,40,3,23848.0,4,2,4,10,Potential Loyalists
C01326,9,3,13065.0,5,2,3,10,Potential Loyalists
C01327,34,3,9825.0,4,2,2,8,Potential Loyalists
C01328,170,2,28075.0,2,2,4,8,Lost
C01329,148,4,26799.0,2,3,4,9,At Risk
C01330,1,7,53407.0,5,4,5,14,Champions
C01331,120,2,8334.0,2,2,2,6,Lost
C01332,10,1,5418.0,5,1,1,7,Potential Loyalists
C01333,40,15,64378.0,4,5,5,14,Champions
C01334,0,2,19717.0,5,2,3,10,Potential Loyalists
C01335,160,1,5128.0,2,1,1,4,Lost
C01336,72,13,47586.0,3,5,5,13,Loyal Customers
C01337,451,6,22938.0,1,4,4,9,At Risk
C01338,133,9,20176.0,2,5,3,10,At Risk
C01339,389,2,17500.0,1,2,3,6,Lost
C01340,42,9,35383.0,4,5,4,13,Champions
C01341,74,2,9776.0,3,2,2,7,Lost
C01343,37,8,36535.0,4,5,4,13,Champions
C01344,56,2,9706.0,3,2,2,7,Lost
C01345,49,12,150516.0,4,5,5,14,Champions
C01346,191,8,57152.0,2,5,5,12,At Risk
C01347,177,1,15213.0,2,1,3,6,Lost
C01348,17,2,4566.0,5,2,1,8,Potential Loyalists
C01349,560,2,6407.0,1,2,1,4,Lost
C01350,164,1,6027.0,2,1,1,4,Lost
C01351,80,14,42284.0,3,5,5,13,Loyal Customers
C01352,91,12,77140.0,3,5,5,13,Loyal Customers
C01353,5,16,58069.0,5,5,5,15,Champions
C01354,151,3,15382.0,2,2,3,7,Lost
C01355,34,14,77903.0,4,5,5,14,Champions
C01356,7,4,30516.0,5,3,4,12,Loyal Customers
C01357,41,7,21977.0,4,4,3,11,Loyal Customers
C01358,69,13,46557.0,3,5,5,13,Loyal Customers
C01359,280,3,26127.0,1,2,4,7,Lost
C01360,54,3,10175.0,4,2,2,8,Potential Loyalists
C01361,48,3,9915.0,4,2,2,8,Potential Loyalists
C01362,22,2,9785.0,5,2,2,9,Potential Loyalists
C01363,39,7,43119.0,4,4,5,13,Champions
C01364,60,9,39223.0,3,5,4,12,Loyal Customers
C01365,160,4,28605.0,2,3,4,9,At Risk
C01366,192,8,56151.0,2,5,5,12,At Risk
C01367,20,2,10287.0,5,2,2,9,Potential Loyalists
C01368,511,1,4798.0,1,1,1,3,Lost
C01369,236,12,93239.0,1,5,5,11,At Risk
C01370,39,9,60121.0,4,5,5,14,Champions
C01371,75,3,37312.0,3,2,4,9,Lost
C01372,49,6,28438.0,4,4,4,12,Champions
C01373,448,2,15145.0,1,2,3,6,Lost
C01374,202,8,219959.0,2,5,5,12,At Risk
C01375,209,4,25827.0,2,3,4,9,At Risk
C01376,51,7,59867.0,4,4,5,13,Champions
C01377,4,1,5527.0,5,1,1,7,Potential Loyalists
C01378,378,4,30927.0,1,3,4,8,At Risk
C01379,8,4,11231.0,5,3,2,10,Loyal Customers
C01380,309,15,43773.0,1,5,5,11,At Risk
C01381,87,11,32581.0,3,5,4,12,Loyal Customers
C01382,24,1,5187.0,5,1,1,7,Potential Loyalists
C01383,59,3,10945.0,3,2,2,7,Lost
C01384,36,1,10689.0,4,1,2,7,Potential Loyalists
C01385,107,5,36683.0,3,4,4,11,Loyal Customers
C01386,205,4,45915.0,2,3,5,10,At Risk
C01387,54,2,8716.0,4,2,2,8,Potential Loyalists
C01388,6,6,46543.0,5,4,5,14,Champions
C01389,30,3,41768.0,4,2,5,11,Potential Loyalists
C01390,103,7,23539.0,3,4,4,11,Loyal Customers
C01391,37,8,34495.0,4,5,4,13,Champions
C01392,6,1,3089.0,5,1,1,7,Potential Loyalists
C01393,69,2,2937.0,3,2,1,6,Lost
C01394,266,1,6937.0,1,1,2,4,Lost
C01395,51,6,23968.0,4,4,4,12,Champions
C01396,55,2,4317.0,3,2,1,6,Lost
C01397,92,2,7346.0,3,2,2,7,Lost
C01398,10,6,22511.0,5,4,3,12,Loyal Customers
C01399,260,3,7127.0,1,2,2,5,Lost
C01400,45,1,4268.0,4,1,1,6,Potential Loyalists
C01401,301,1,1908.0,1,1,1,3,Lost
C01402,0,4,11812.0,5,3,2,10,Loyal Customers
C01403,19,10,35495.0,5,5,4,14,Champions
C01404,22,1,2919.0,5,1,1,7,Potential Loyalists
C01406,7,3,8755.0,5,2,2,9,Potential Loyalists
C01407,206,6,43000.0,2,4,5,11,At Risk
C01408,15,4,12642.0,5,3,2,10,Loyal Customers
C01409,1,1,7626.0,5,1,2,8,Potential Loyalists
C01410,24,2,10736.0,5,2,2,9,Potential Loyalists
C01411,113,6,33032.0,3,4,4,11,Loyal Customers
C01412,123,13,173785.0,2,5,5,12,At Risk
C01413,16,1,7908.0,5,1,2,8,Potential Loyalists
C01414,6,2,6806.0,5,2,2,9,Potential Loyalists
C01416,110,11,26511.0,3,5,4,12,Loyal Customers
C01417,36,1,5488.0,4,1,1,6,Potential Loyalists
C01418,184,4,21217.0,2,3,3,8,At Risk
C01419,33,1,8656.0,4,1,2,7,Potential Loyalists
C01420,193,11,74189.0,2,5,5,12,At Risk
C01421,52,1,2047.0,4,1,1,6,Potential Loyalists
C01422,87,7,41518.0,3,4,4,11,Loyal Customers
C01423,17,1,8706.0,5,1,2,8,Potential Loyalists
C01424,41,8,29533.0,4,5,4,13,Champions
C01425,134,4,30074.0,2,3,4,9,At Risk
C01426,203,2,4877.0,2,2,1,5,Lost
C01427,97,4,7475.0,3,3,2,8,Loyal Customers
C01428,205,5,32993.0,2,4,4,10,At Risk
C01429,117,3,7565.0,2,2,2,6,Lost
C01430,59,3,8944.0,3,2,2,7,Lost
C01431,577,10,75521.0,1,5,5,11,At Risk
C01432,22,1,1309.0,5,1,1,7,Potential Loyalists
C01433,49,1,6586.0,4,1,2,7,Potential Loyalists
C01434,113,2,15023.0,3,2,3,8,Lost
C01435,53,4,32640.0,4,3,4,11,Loyal Customers
C01436,137,1,2179.0,2,1,1,4,Lost
C01437,403,4,26958.0,1,3,4,8,At Risk
C01438,177,2,14313.0,2,2,3,7,Lost
C01439,234,3,13094.0,1,2,3,6,Lost
C01440,29,11,91970.0,4,5,5,14,Champions
C01441,43,4,8893.0,4,3,2,9,Loyal Customers
C01442,88,2,12235.0,3,2,2,7,Lost
C01443,187,1,4408.0,2,1,1,4,Lost
C01444,155,3,7006.0,2,2,2,6,Lost
C01445,125,3,7995.0,2,2,2,6,Lost
C01446,116,1,2657.0,3,1,1,5,Lost
C01447,117,13,40486.0,2,5,4,11,At Risk
C01448,283,3,14014.0,1,2,3,6,Lost
C01449,391,4,11063.0,1,3,2,6,At Risk
C01450,205,17,65756.0,2,5,5,12,At Risk
C01451,522,2,25085.0,1,2,4,7,Lost
C01452,200,8,63892.0,2,5,5,12,At Risk
C01453,390,6,77294.0,1,4,5,10,At Risk
C01454,51,10,51900.0,4,5,5,14,Champions
C01455,28,15,60671.0,4,5,5,14,Champions
C01456,33,3,20270.0,4,2,3,9,Potential Loyalists
C01457,438,1,10467.0,1,1,2,4,Lost
C01458,100,1,688.0,3,1,1,5,Lost
C01459,67,15,49048.0,3,5,5,13,Loyal Customers
C01460,5,1,3488.0,5,1,1,7,Potential Loyalists
C01461,10,1,8256.0,5,1,2,8,Potential Loyalists
C01462,36,7,31466.0,4,4,4,12,Champions
C01463,528,11,78420.0,1,5,5,11,At Risk
C01464,53,9,22607.0,4,5,3,12,Loyal Customers
C01465,54,1,10306.0,4,1,2,7,Potential Loyalists
C01466,229,7,17409.0,1,4,3,8,At Risk
C01467,3,3,16199.0,5,2,3,10,Potential Loyalists
C01468,510,4,10724.0,1,3,2,6,At Risk
C01469,91,2,10494.0,3,2,2,7,Lost
C01470,50,6,15813.0,4,4,3,11,Loyal Customers
C01472,204,1,1109.0,2,1,1,4,Lost
C01473,58,7,21840.0,3,4,3,10,Loyal Customers
C01474,70,6,18290.0,3,4,3,10,Loyal Customers
C01475,144,3,7895.0,2,2,2,6,Lost
C01476,5,2,8937.0,5,2,2,9,Potential Loyalists
C01477,238,2,5427.0,1,2,1,4,Lost
C01478,0,15,44887.0,5,5,5,15,Champions
C01479,51,3,27083.0,4,2,4,10,Potential Loyalists
C01480,51,4,39303.0,4,3,4,11,Loyal Customers
C01481,11,7,95578.0,5,4,5,14,Champions
C01482,233,14,96163.0,1,5,5,11,At Risk
C01483,14,1,1649.0,5,1,1,7,Potential Loyalists
C01484,64,10,139434.0,3,5,5,13,Loyal Customers
C01485,38,2,5246.0,4,2,1,7,Potential Loyalists
C01486,15,12,92110.0,5,5,5,15,Champions
C01487,3,3,2954.0,5,2,1,8,Potential Loyalists
C01488,36,11,22646.0,4,5,3,12,Loyal Customers
C01489,30,2,17137.0,4,2,3,9,Potential Loyalists
C01490,314,1,3189.0,1,1,1,3,Lost
C01491,77,4,4094.0,3,3,1,7,Loyal Customers
C01494,180,4,14544.0,2,3,3,8,At Risk
C01495,489,1,6427.0,1,1,1,3,Lost
C01496,241,1,3647.0,1,1,1,3,Lost
C01497,124,1,3808.0,2,1,1,4,Lost
C01498,156,1,12195.0,2,1,2,5,Lost
C01499,297,1,469.0,1,1,1,3,Lost
C01500,58,2,11112.0,3,2,2,7,Lost
C01501,111,4,17164.0,3,3,3,9,Loyal Customers
C01502,379,1,5298.0,1,1,1,3,Lost
C01503,123,2,13264.0,2,2,3,7,Lost
C01504,45,15,45486.0,4,5,5,14,Champions
C01505,13,7,21640.0,5,4,3,12,Loyal Customers
C01506,45,7,22909.0,4,4,4,12,Champions
C01507,337,13,40287.0,1,5,4,10,At Risk
C01508,7,1,4668.0,5,1,1,7,Potential Loyalists
C01509,248,8,46413.0,1,5,5,11,At Risk
C01510,60,14,65299.0,3,5,5,13,Loyal Customers
C01512,212,1,2118.0,1,1,1,3,Lost
C01513,12,3,13192.0,5,2,3,10,Potential Loyalists
C01514,15,5,17032.0,5,4,3,12,Loyal Customers
C01515,190,14,93272.0,2,5,5,12,At Risk
C01516,179,5,26094.0,2,4,4,10,At Risk
C01517,51,6,39049.0,4,4,4,12,Champions
C01518,241,3,4746.0,1,2,1,4,Lost
C01519,209,9,52152.0,2,5,5,12,At Risk
C01520,78,1,3917.0,3,1,1,5,Lost
C01521,136,14,49080.0,2,5,5,12,At Risk
C01522,54,7,23248.0,4,4,4,12,Champions
C01523,52,7,18951.0,4,4,3,11,Loyal Customers
C01524,276,1,4148.0,1,1,1,3,Lost
C01525,53,1,5016.0,4,1,1,6,Potential Loyalists
C01526,59,15,39918.0,3,5,4,12,Loyal Customers
C01527,43,7,27738.0,4,4,4,12,Champions
C01528,155,13,74796.0,2,5,5,12,At Risk
C01529,10,1,12273.0,5,1,2,8,Potential Loyalists
C01530,44,3,14696.0,4,2,3,9,Potential Loyalists
C01531,75,1,1608.0,3,1,1,5,Lost
C01532,42,1,4558.0,4,1,1,6,Potential Loyalists
C01533,20,1,1309.0,5,1,1,7,Potential Loyalists
C01534,28,6,75455.0,4,4,5,13,Champions
C01535,398,9,31081.0,1,5,4,10,At Risk
C01536,58,6,14830.0,3,4,3,10,Loyal Customers
C01537,111,1,7756.0,3,1,2,6,Lost
C01538,421,4,11313.0,1,3,2,6,At Risk
C01539,8,9,32973.0,5,5,4,14,Champions
C01540,438,10,26555.0,1,5,4,10,At Risk
C01541,50,1,3108.0,4,1,1,6,Potential Loyalists
C01542,169,5,58928.0,2,4,5,11,At Risk
C01543,248,1,1219.0,1,1,1,3,Lost
C01544,15,2,8075.0,5,2,2,9,Potential Loyalists
C01545,35,1,6207.0,4,1,1,6,Potential Loyalists
C01546,219,1,5647.0,1,1,1,3,Lost
C01547,36,1,3156.0,4,1,1,6,Potential Loyalists
C01548,32,2,27195.0,4,2,4,10,Potential Loyalists
C01549,4,2,7806.0,5,2,2,9,Potential Loyalists
C01550,166,8,25566.0,2,5,4,11,At Risk
C01551,21,3,17493.0,5,2,3,10,Potential Loyalists
C01552,31,6,16072.0,4,4,3,11,Loyal Customers
C01553,63,1,8425.0,3,1,2,6,Lost
C01554,173,1,16513.0,2,1,3,6,Lost
C01555,81,4,8704.0,3,3,2,8,Loyal Customers
C01556,30,6,19318.0,4,4,3,11,Loyal Customers
C01557,524,12,76130.0,1,5,5,11,At Risk
C01558,93,7,93851.0,3,4,5,12,Loyal Customers
C01559,58,2,26230.0,3,2,4,9,Lost
C01560,103,11,61763.0,3,5,5,13,Loyal Customers
C01561,15,5,32412.0,5,4,4,13,Champions
C01562,104,4,15684.0,3,3,3,9,Loyal Customers
C01563,113,3,9170.0,3,2,2,7,Lost
C01564,39,2,10064.0,4,2,2,8,Potential Loyalists
C01565,370,4,6005.0,1,3,1,5,At Risk
C01566,14,4,18153.0,5,3,3,11,Loyal Customers
C01567,54,6,21770.0,4,4,3,11,Loyal Customers
C01568,22,8,117951.0,5,5,5,15,Champions
C01569,61,3,7306.0,3,2,2,7,Lost
C01570,82,15,63842.0,3,5,5,13,Loyal Customers
C01571,246,13,46595.0,1,5,5,11,At Risk
C01572,79,4,19432.0,3,3,3,9,Loyal Customers
C01573,139,1,13094.0,2,1,3,6,Lost
C01574,80,2,7106.0,3,2,2,7,Lost
C01575,9,1,6517.0,5,1,2,8,Potential Loyalists
C01576,25,11,53919.0,5,5,5,15,Champions
C01577,218,12,80266.0,1,5,5,11,At Risk
C01579,4,17,217363.0,5,5,5,15,Champions
C01580,32,1,5747.0,4,1,1,6,Potential Loyalists
C01581,147,1,4328.0,2,1,1,4,Lost
C01582,118,7,19430.0,2,4,3,9,At Risk
C01583,49,9,31103.0,4,5,4,13,Champions
C01584,352,2,10214.0,1,2,2,5,Lost
C01585,136,3,6155.0,2,2,1,5,Lost
C01586,45,1,3189.0,4,1,1,6,Potential Loyalists
C01587,85,1,6436.0,3,1,1,5,Lost
C01588,38,3,26654.0,4,2,4,10,Potential Loyalists
C01589,118,2,6925.0,2,2,2,6,Lost
C01590,398,8,48863.0,1,5,5,11,At Risk
C01591,15,12,41396.0,5,5,4,14,Champions
C01592,1,1,3106.0,5,1,1,7,Potential Loyalists
C01593,51,11,28241.0,4,5,4,13,Champions
C01594,48,1,12886.0,4,1,2,7,Potential Loyalists
C01595,43,13,76119.0,4,5,5,14,Champions
C01596,95,9,62759.0,3,5,5,13,Loyal Customers
C01597,28,10,60928.0,4,5,5,14,Champions
C01598,39,2,18321.0,4,2,3,9,Potential Loyalists
C01599,20,1,8844.0,5,1,2,8,Potential Loyalists
C01600,113,8,28305.0,3,5,4,12,Loyal Customers
C01601,44,7,32356.0,4,4,4,12,Champions
C01602,91,9,49622.0,3,5,5,13,Loyal Customers
C01603,58,1,12136.0,3,1,2,6,Lost
C01604,134,1,4298.0,2,1,1,4,Lost
C01605,138,4,5336.0,2,3,1,6,At Risk
C01606,137,4,38543.0,2,3,4,9,At Risk
C01607,365,7,9959.0,1,4,2,7,At Risk
C01608,122,9,81564.0,2,5,5,12,At Risk
C01609,60,1,1538.0,3,1,1,5,Lost
C01610,102,1,169.0,3,1,1,5,Lost
C01611,4,13,73987.0,5,5,5,15,Champions
C01612,188,5,14353.0,2,4,3,9,At Risk
C01613,44,5,20901.0,4,4,3,11,Loyal Customers
C01614,28,10,27243.0,4,5,4,13,Champions
C01615,4,10,37051.0,5,5,4,14,Champions
C01616,23,2,6236.0,5,2,1,8,Potential Loyalists
C01617,595,1,2996.0,1,1,1,3,Lost
C01618,246,5,51116.0,1,4,5,10,At Risk
C01619,19,2,6857.0,5,2,2,9,Potential Loyalists
C01620,14,6,33363.0,5,4,4,13,Champions
C01621,19,3,20498.0,5,2,3,10,Potential Loyalists
C01622,7,13,41209.0,5,5,4,14,Champions
C01623,15,4,17311.0,5,3,3,11,Loyal Customers
C01624,4,13,39296.0,5,5,4,14,Champions
C01625,33,2,24686.0,4,2,4,10,Potential Loyalists
C01626,367,8,82304.0,1,5,5,11,At Risk
C01627,121,3,51938.0,2,2,5,9,Lost
C01628,352,2,13023.0,1,2,3,6,Lost
C01629,73,6,11880.0,3,4,2,9,Loyal Customers
C01630,49,1,1099.0,4,1,1,6,Potential Loyalists
C01631,55,3,12793.0,3,2,2,7,Lost
C01632,46,2,19107.0,4,2,3,9,Potential Loyalists
C01633,40,1,15169.0,4,1,3,8,Potential Loyalists
C01634,133,7,25785.0,2,4,4,10,At Risk
C01635,24,11,131797.0,5,5,5,15,Champions
C01636,124,2,8935.0,2,2,2,6,Lost
C01637,4,1,11225.0,5,1,2,8,Potential Loyalists
C01638,44,1,1619.0,4,1,1,6,Potential Loyalists
C01639,14,6,67525.0,5,4,5,14,Champions
C01640,250,5,15502.0,1,4,3,8,At Risk
C01641,170,3,20679.0,2,2,3,7,Lost
C01642,288,5,21926.0,1,4,3,8,At Risk
C01643,36,5,11762.0,4,4,2,10,Loyal Customers
C01644,4,16,58400.0,5,5,5,15,Champions
C01645,152,4,22649.0,2,3,3,8,At Risk
C01646,31,10,24713.0,4,5,4,13,Champions
C01647,49,12,90441.0,4,5,5,14,Champions
C01648,20,2,29941.0,5,2,4,11,Potential Loyalists
C01649,18,1,3107.0,5,1,1,7,Potential Loyalists
C01650,172,3,7555.0,2,2,2,6,Lost
C01651,100,4,6955.0,3,3,2,8,Loyal Customers
C01652,321,1,16892.0,1,1,3,5,Lost
C01653,32,5,13562.0,4,4,3,11,Loyal Customers
C01654,49,3,15584.0,4,2,3,9,Potential Loyalists
C01655,40,11,70763.0,4,5,5,14,Champions
C01656,216,2,9196.0,1,2,2,5,Lost
C01657,197,2,11005.0,2,2,2,6,Lost
C01658,261,1,6416.0,1,1,1,3,Lost
C01659,235,11,48548.0,1,5,5,11,At Risk
C01660,20,3,6486.0,5,2,1,8,Potential Loyalists
C01661,59,5,14581.0,3,4,3,10,Loyal Customers
C01662,280,7,25416.0,1,4,4,9,At Risk
C01663,31,8,30677.0,4,5,4,13,Champions
C01664,24,3,30003.0,5,2,4,11,Potential Loyalists
C01665,143,4,54749.0,2,3,5,10,At Risk
C01666,69,1,4848.0,3,1,1,5,Lost
C01667,5,3,11475.0,5,2,2,9,Potential Loyalists
C01668,49,8,55660.0,4,5,5,14,Champions
C01669,142,2,7427.0,2,2,2,6,Lost
C01670,59,2,12691.0,3,2,2,7,Lost
C01671,10,5,13092.0,5,4,3,12,Loyal Customers
C01672,25,4,15473.0,5,3,3,11,Loyal Customers
C01673,138,4,16822.0,2,3,3,8,At Risk
C01674,41,8,30407.0,4,5,4,13,Champions
C01675,151,2,19647.0,2,2,3,7,Lost
C01676,497,1,638.0,1,1,1,3,Lost
C01677,126,3,16820.0,2,2,3,7,Lost
C01678,49,9,30644.0,4,5,4,13,Champions
C01679,60,2,4218.0,3,2,1,6,Lost
C01680,27,2,6438.0,5,2,1,8,Potential Loyalists
C01681,167,11,32453.0,2,5,4,11,At Risk
C01682,16,9,108624.0,5,5,5,15,Champions
C01683,132,3,17023.0,2,2,3,7,Lost
C01684,13,3,8155.0,5,2,2,9,Potential Loyalists
C01685,5,1,14565.0,5,1,3,9,Potential Loyalists
C01686,480,7,47685.0,1,4,5,10,At Risk
C01688,214,13,38559.0,1,5,4,10,At Risk
C01689,36,2,4328.0,4,2,1,7,Potential Loyalists
C01690,109,13,71578.0,3,5,5,13,Loyal Customers
C01691,163,1,7756.0,2,1,2,5,Lost
C01692,53,1,4638.0,4,1,1,6,Potential Loyalists
C01693,56,3,2867.0,3,2,1,6,Lost
C01694,422,2,16871.0,1,2,3,6,Lost
C01695,124,3,6587.0,2,2,2,6,Lost
C01696,149,8,49006.0,2,5,5,12,At Risk
C01697,170,9,23116.0,2,5,4,11,At Risk
C01698,50,1,14882.0,4,1,3,8,Potential Loyalists
C01699,42,2,11205.0,4,2,2,8,Potential Loyalists
C01700,51,5,17240.0,4,4,3,11,Loyal Customers
C01701,67,10,20875.0,3,5,3,11,Loyal Customers
C01702,183,9,26706.0,2,5,4,11,At Risk
C01703,24,3,23051.0,5,2,4,11,Potential Loyalists
C01704,50,2,10605.0,4,2,2,8,Potential Loyalists
C01705,10,1,7447.0,5,1,2,8,Potential Loyalists
C01706,1,15,47526.0,5,5,5,15,Champions
C01707,78,15,42394.0,3,5,5,13,Loyal Customers
C01708,5,9,42820.0,5,5,5,15,Champions
C01709,77,17,51736.0,3,5,5,13,Loyal Customers
C01710,80,3,26814.0,3,2,4,9,Lost
C01711,47,3,6794.0,4,2,2,8,Potential Loyalists
C01712,139,2,1388.0,2,2,1,5,Lost
C01713,55,4,11964.0,3,3,2,8,Loyal Customers
C01714,129,5,35292.0,2,4,4,10,At Risk
C01715,200,4,13313.0,2,3,3,8,At Risk
C01716,44,1,3548.0,4,1,1,6,Potential Loyalists
C01717,53,2,4487.0,4,2,1,7,Potential Loyalists
C01718,35,11,37690.0,4,5,4,13,Champions
C01719,12,1,11824.0,5,1,2,8,Potential Loyalists
C01720,40,1,2518.0,4,1,1,6,Potential Loyalists
C01721,115,1,4987.0,3,1,1,5,Lost
C01722,0,3,6635.0,5,2,2,9,Potential Loyalists
C01723,182,2,2898.0,2,2,1,5,Lost
C01724,122,9,33530.0,2,5,4,11,At Risk
C01725,19,1,3997.0,5,1,1,7,Potential Loyalists
C01726,29,2,2537.0,4,2,1,7,Potential Loyalists
C01727,56,3,6654.0,3,2,2,7,Lost
C01728,118,17,56918.0,2,5,5,12,At Risk
C01729,234,4,28726.0,1,3,4,8,At Risk
C01730,187,5,28895.0,2,4,4,10,At Risk
C01731,228,3,11364.0,1,2,2,5,Lost
C01732,81,15,83344.0,3,5,5,13,Loyal Customers
C01733,133,2,17092.0,2,2,3,7,Lost
C01734,142,5,30133.0,2,4,4,10,At Risk
C01735,14,3,10105.0,5,2,2,9,Potential Loyalists
C01736,40,3,5696.0,4,2,1,7,Potential Loyalists
C01737,187,2,4478.0,2,2,1,5,Lost
C01738,47,5,22989.0,4,4,4,12,Champions
C01739,103,3,9765.0,3,2,2,7,Lost
C01740,28,7,21598.0,4,4,3,11,Loyal Customers
C01741,436,1,3329.0,1,1,1,3,Lost
C01742,3,17,113444.0,5,5,5,15,Champions
C01743,332,1,7217.0,1,1,2,4,Lost
C01744,500,6,74161.0,1,4,5,10,At Risk
C01745,24,1,4438.0,5,1,1,7,Potential Loyalists
C01746,574,10,60740.0,1,5,5,11,At Risk
C01747,36,2,2757.0,4,2,1,7,Potential Loyalists
C01748,277,2,12075.0,1,2,2,5,Lost
C01749,21,4,27944.0,5,3,4,12,Loyal Customers
C01750,153,11,49207.0,2,5,5,12,At Risk
C01751,327,3,14161.0,1,2,3,6,Lost
C01752,215,4,7895.0,1,3,2,6,At Risk
C01753,219,1,2019.0,1,1,1,3,Lost
C01754,604,1,1699.0,1,1,1,3,Lost
C01755,107,6,35151.0,3,4,4,11,Loyal Customers
C01756,186,4,25666.0,2,3,4,9,At Risk
C01758,216,2,4547.0,1,2,1,4,Lost
C01761,294,1,5487.0,1,1,1,3,Lost
C01762,15,2,4857.0,5,2,1,8,Potential Loyalists
C01763,60,5,11402.0,3,4,2,9,Loyal Customers
C01764,33,1,3599.0,4,1,1,6,Potential Loyalists
C01765,27,5,25539.0,5,4,4,13,Champions
C01766,161,14,49587.0,2,5,5,12,At Risk
C01767,124,6,36990.0,2,4,4,10,At Risk
C01768,149,1,6778.0,2,1,2,5,Lost
C01769,138,1,9846.0,2,1,2,5,Lost
C01770,386,1,2788.0,1,1,1,3,Lost
C01771,134,11,39619.0,2,5,4,11,At Risk
C01772,238,1,11864.0,1,1,2,4,Lost
C01773,20,3,34301.0,5,2,4,11,Potential Loyalists
C01774,51,11,75679.0,4,5,5,14,Champions
C01775,153,6,23780.0,2,4,4,10,At Risk
C01776,281,3,18797.0,1,2,3,6,Lost
C01777,28,1,20223.0,4,1,3,8,Potential Loyalists
C01778,39,4,13910.0,4,3,3,10,Loyal Customers
C01779,12,2,20619.0,5,2,3,10,Potential Loyalists
C01780,43,1,2028.0,4,1,1,6,Potential Loyalists
C01781,3,2,3688.0,5,2,1,8,Potential Loyalists
C01782,157,9,51380.0,2,5,5,12,At Risk
C01783,21,2,20572.0,5,2,3,10,Potential Loyalists
C01784,280,1,4315.0,1,1,1,3,Lost
C01785,7,2,4887.0,5,2,1,8,Potential Loyalists
C01787,52,1,4887.0,4,1,1,6,Potential Loyalists
