customer_id,signup_date,gender,age,city,state,acquisition_channel,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C02125,2025-02-16,Female,48.0,Ranchi,Jharkhand,Social Media,140.0,4.0,10964.0,2,3,2,7.0,At Risk
C03241,2024-07-24,Female,23.0,Gurugram,Haryana,Organic Search,143.0,4.0,42021.0,2,3,5,10.0,At Risk
C00074,2025-02-07,Female,18.0,Kanpur,Uttar Pradesh,Organic Search,204.0,4.0,13502.0,2,3,3,8.0,At Risk
C01780,2025-04-26,Female,18.0,Bhubaneswar,Odisha,Organic Search,43.0,1.0,2028.0,4,1,1,6.0,Potential Loyalists
C01770,2025-05-03,Unknown,24.0,Ahmedabad,Gujarat,Referral,386.0,1.0,2788.0,1,1,1,3.0,Lost
C04881,2025-10-15,Female,39.0,Ahmedabad,Gujarat,Referral,196.0,14.0,50383.0,2,5,5,12.0,At Risk
C03028,2026-03-15,Other,26.0,Kochi,Kerala,Email,63.0,8.0,45181.0,3,5,5,13.0,Loyal Customers
C04337,2025-06-20,Male,36.0,Coimbatore,Tamil Nadu,Social Media,19.0,8.0,52628.0,5,5,5,15.0,Champions
C04588,2025-03-05,Male,19.0,Visakhapatnam,Andhra Pradesh,Paid Ads,51.0,13.0,92959.0,4,5,5,14.0,Champions
C03831,2026-02-20,Female,46.0,Mumbai,Maharashtra,Social Media,27.0,4.0,7575.0,5,3,2,10.0,Loyal Customers
C04334,2025-09-26,Male,39.0,Nagpur,Maharashtra,Email,,,,,,,,No Completed Purchase
C02903,2025-04-14,Female,33.0,Ahmedabad,Gujarat,Organic Search,161.0,4.0,12063.0,2,3,2,7.0,At Risk
C01752,2025-04-27,Female,29.0,Jaipur,Rajasthan,Paid Ads,215.0,4.0,7895.0,1,3,2,6.0,At Risk
C00495,2026-01-20,Female,34.0,Patna,Bihar,Organic Search,85.0,1.0,279.0,3,1,1,5.0,Lost
C03149,2025-04-02,Male,40.0,Hyderabad,Telangana,Paid Ads,40.0,4.0,20949.0,4,3,3,10.0,Loyal Customers
C04095,2024-10-30,Male,27.0,Kanpur,Uttar Pradesh,Social Media,593.0,4.0,6884.0,1,3,2,6.0,At Risk
C02118,2024-09-19,Male,22.0,Thiruvananthapuram,Kerala,Social Media,37.0,14.0,77929.0,4,5,5,14.0,Champions
C01165,2026-05-29,Female,38.0,Patna,Bihar,Organic Search,83.0,1.0,3568.0,3,1,1,5.0,Lost
C02310,2025-01-14,Female,28.0,Noida,Uttar Pradesh,Social Media,64.0,15.0,50126.0,3,5,5,13.0,Loyal Customers
C03928,2025-03-11,Male,52.0,Ahmedabad,Gujarat,Organic Search,61.0,5.0,46464.0,3,4,5,12.0,Loyal Customers
C02597,2025-02-18,Male,39.0,Coimbatore,Tamil Nadu,Organic Search,137.0,1.0,4358.0,2,1,1,4.0,Lost
C02487,2024-09-30,Male,36.0,Kochi,Kerala,Social Media,254.0,1.0,1977.0,1,1,1,3.0,Lost
C01729,2025-03-27,Female,43.0,Faridabad,Haryana,Organic Search,234.0,4.0,28726.0,1,3,4,8.0,At Risk
C00619,2025-09-17,Female,20.0,Thiruvananthapuram,Kerala,Organic Search,,,,,,,,No Completed Purchase
C02463,2025-11-22,Female,45.0,Bhubaneswar,Odisha,Organic Search,11.0,7.0,43563.0,5,4,5,14.0,Champions
C01715,2025-11-13,Male,22.0,Noida,Uttar Pradesh,Organic Search,200.0,4.0,13313.0,2,3,3,8.0,At Risk
C04645,2026-03-12,Female,19.0,Delhi,Delhi,Organic Search,168.0,13.0,39750.0,2,5,4,11.0,At Risk
C03675,2025-06-09,Female,27.0,Coimbatore,Tamil Nadu,Social Media,,,,,,,,No Completed Purchase
C03424,2025-06-29,Female,18.0,Jaipur,Rajasthan,Organic Search,138.0,3.0,11184.0,2,3,2,7.0,At Risk
C03429,2026-02-17,Male,27.0,Patna,Bihar,Paid Ads,58.0,2.0,4057.0,3,2,1,6.0,Lost
C00870,2025-08-16,Female,32.0,Coimbatore,Tamil Nadu,Organic Search,15.0,2.0,23668.0,5,2,4,11.0,Potential Loyalists
C03594,2025-08-10,Male,21.0,Chennai,Tamil Nadu,Organic Search,224.0,9.0,119931.0,1,5,5,11.0,At Risk
C01043,2026-05-01,Male,47.0,Pune,Maharashtra,Social Media,59.0,4.0,19729.0,3,3,3,9.0,Loyal Customers
C02649,2024-12-07,Male,39.0,Mysuru,Unknown,Organic Search,19.0,9.0,37090.0,5,5,4,14.0,Champions
C00357,2025-04-16,Female,29.0,Kolkata,West Bengal,Organic Search,51.0,16.0,50631.0,4,5,5,14.0,Champions
C01163,2024-12-14,Female,41.0,Hyderabad,Telangana,Social Media,586.0,7.0,36974.0,1,4,4,9.0,At Risk
C04452,2026-06-15,Male,34.0,Chennai,Tamil Nadu,Organic Search,26.0,3.0,16934.0,5,3,3,11.0,Loyal Customers
C01323,2025-03-10,Female,33.0,Guwahati,Assam,Social Media,82.0,4.0,25740.0,3,3,4,10.0,Loyal Customers
C04394,2025-09-09,Female,24.0,Pune,Maharashtra,Organic Search,54.0,4.0,13982.0,4,3,3,10.0,Loyal Customers
C01724,2026-03-13,Male,30.0,Chandigarh,Chandigarh,Social Media,122.0,9.0,33530.0,2,5,4,11.0,At Risk
C02603,2025-09-09,Male,18.0,Udaipur,Rajasthan,Organic Search,93.0,7.0,33346.0,3,4,4,11.0,Loyal Customers
C03566,2025-09-15,Male,21.0,Kanpur,Uttar Pradesh,Referral,261.0,10.0,28654.0,1,5,4,10.0,At Risk
C03661,2024-11-26,Female,19.0,Mumbai,Maharashtra,Social Media,56.0,10.0,32965.0,3,5,4,12.0,Loyal Customers
C03981,2026-05-15,Male,18.0,Coimbatore,Tamil Nadu,Referral,60.0,7.0,43894.0,3,4,5,12.0,Loyal Customers
C03843,2025-06-14,Unknown,18.0,Ranchi,Jharkhand,Organic Search,420.0,1.0,11925.0,1,1,2,4.0,Lost
C00333,2026-06-10,Female,18.0,Faridabad,Haryana,Social Media,44.0,7.0,20938.0,4,4,3,11.0,Loyal Customers
C01816,2026-07-06,Male,33.0,Udaipur,Rajasthan,Paid Ads,52.0,1.0,1778.0,4,1,1,6.0,Potential Loyalists
C02755,2026-03-06,Male,18.0,Pune,Maharashtra,Referral,79.0,1.0,3288.0,3,1,1,5.0,Lost
C01676,2024-07-17,Female,27.0,Kanpur,Uttar Pradesh,Organic Search,497.0,1.0,638.0,1,1,1,3.0,Lost
C03689,2025-04-26,Female,24.0,Mumbai,Maharashtra,Paid Ads,32.0,3.0,9535.0,4,3,2,9.0,Loyal Customers
C02878,2025-06-23,Female,26.0,Kochi,Kerala,Paid Ads,57.0,1.0,5657.0,3,1,1,5.0,Lost
C01117,2025-11-19,Male,38.0,Guwahati,Assam,Paid Ads,11.0,9.0,31743.0,5,5,4,14.0,Champions
C01878,2024-11-17,Female,31.0,Ahmedabad,Gujarat,Referral,517.0,13.0,32535.0,1,5,4,10.0,At Risk
C03574,2025-08-19,Male,41.0,Bengaluru,Karnataka,Paid Ads,111.0,12.0,53575.0,3,5,5,13.0,Loyal Customers
C02537,2025-02-11,Other,49.0,Pune,Maharashtra,Paid Ads,290.0,1.0,11844.0,1,1,2,4.0,Lost
C02485,2025-04-24,Male,29.0,Hyderabad,Telangana,Social Media,233.0,7.0,21446.0,1,4,3,8.0,At Risk
C04303,2025-08-25,Unknown,18.0,Chennai,Tamil Nadu,Paid Ads,34.0,1.0,9915.0,4,1,2,7.0,Potential Loyalists
C03879,2025-11-20,Female,28.0,Jaipur,Rajasthan,Social Media,0.0,7.0,30097.0,5,4,4,13.0,Champions
C00446,2024-10-18,Female,37.0,Ahmedabad,Gujarat,Social Media,54.0,1.0,2777.0,4,1,1,6.0,Potential Loyalists
C04050,2025-08-25,Male,35.0,Mumbai,Maharashtra,Organic Search,,,,,,,,No Completed Purchase
C00453,2026-03-02,Unknown,22.0,Lucknow,Uttar Pradesh,Paid Ads,79.0,13.0,41199.0,3,5,4,12.0,Loyal Customers
C04420,2025-10-29,Male,28.0,Faridabad,Haryana,Social Media,54.0,1.0,1248.0,4,1,1,6.0,Potential Loyalists
C04447,2025-09-09,Female,45.0,Jaipur,Rajasthan,Organic Search,45.0,15.0,44445.0,4,5,5,14.0,Champions
C04016,2026-03-09,Male,31.0,Lucknow,Uttar Pradesh,Email,33.0,1.0,8426.0,4,1,2,7.0,Potential Loyalists
C00015,2025-08-28,Male,53.0,Vijayawada,Andhra Pradesh,Organic Search,121.0,7.0,14408.0,2,4,3,9.0,At Risk
C02643,2025-04-26,Female,33.0,Gurugram,Haryana,Organic Search,391.0,1.0,1249.0,1,1,1,3.0,Lost
C00946,2026-04-18,Male,30.0,Mysuru,Karnataka,Paid Ads,95.0,5.0,28723.0,3,4,4,11.0,Loyal Customers
C00248,2026-03-07,Male,31.0,Guwahati,Assam,Paid Ads,35.0,4.0,13712.0,4,3,3,10.0,Loyal Customers
C03236,2025-08-18,Female,18.0,Surat,Gujarat,Social Media,224.0,2.0,7946.0,1,2,2,5.0,Lost
C00361,2025-05-25,Male,28.0,Bengaluru,Karnataka,Referral,,,,,,,,No Completed Purchase
C04669,2024-07-11,Female,37.0,Thiruvananthapuram,Kerala,Social Media,53.0,2.0,29267.0,4,2,4,10.0,Potential Loyalists
C01565,2025-07-08,Female,23.0,Chennai,Tamil Nadu,Organic Search,370.0,4.0,6005.0,1,3,1,5.0,At Risk
C02793,2026-03-07,Male,33.0,Indore,Madhya Pradesh,Paid Ads,89.0,2.0,5637.0,3,2,1,6.0,Lost
C04874,2025-05-15,Female,34.0,Kochi,Kerala,Email,293.0,1.0,16403.0,1,2,3,6.0,Lost
C03908,2025-12-18,Male,31.0,Chandigarh,Chandigarh,Organic Search,235.0,6.0,26899.0,1,4,4,9.0,At Risk
C03099,2025-03-20,Female,28.0,Kolkata,West Bengal,Organic Search,23.0,1.0,2338.0,5,1,1,7.0,Potential Loyalists
C03510,2026-01-23,Female,36.0,Faridabad,Haryana,Organic Search,191.0,4.0,10494.0,2,3,2,7.0,At Risk
C01361,2025-11-28,Female,18.0,Noida,Uttar Pradesh,Referral,48.0,3.0,9915.0,4,2,2,8.0,Potential Loyalists
C04897,2025-09-25,Female,26.0,Ahmedabad,Gujarat,Social Media,83.0,2.0,5577.0,3,2,1,6.0,Lost
C04272,2025-06-13,Other,36.0,Noida,Uttar Pradesh,Social Media,13.0,4.0,9623.0,5,3,2,10.0,Loyal Customers
C00491,2025-03-29,Male,29.0,Gurugram,Haryana,Organic Search,26.0,7.0,16829.0,5,4,3,12.0,Loyal Customers
C00863,2025-07-19,Male,51.0,Ranchi,Jharkhand,Organic Search,26.0,7.0,22617.0,5,4,3,12.0,Loyal Customers
C01768,2024-07-10,Female,29.0,Lucknow,Uttar Pradesh,Social Media,149.0,1.0,6778.0,2,1,2,5.0,Lost
C02230,2026-01-20,Male,38.0,Bhubaneswar,Odisha,Organic Search,220.0,12.0,69404.0,1,5,5,11.0,At Risk
C02095,2025-11-10,Female,31.0,Ranchi,Jharkhand,Organic Search,293.0,2.0,3887.0,1,2,1,4.0,Lost
C02465,2026-07-06,Male,31.0,Jaipur,Rajasthan,Social Media,97.0,3.0,44369.0,3,3,5,11.0,Loyal Customers
C01648,2025-03-07,Male,32.0,Jaipur,Rajasthan,Organic Search,20.0,2.0,29941.0,5,2,4,11.0,Potential Loyalists
C00507,2026-01-24,Male,29.0,Thiruvananthapuram,Kerala,Paid Ads,213.0,2.0,12902.0,1,2,2,5.0,Lost
C04614,2026-07-16,Male,33.0,Indore,Madhya Pradesh,Paid Ads,25.0,2.0,12904.0,5,2,2,9.0,Potential Loyalists
C04378,2024-05-04,Male,30.0,Lucknow,Uttar Pradesh,Paid Ads,356.0,7.0,42026.0,1,4,5,10.0,At Risk
C01972,2024-02-26,Female,42.0,Patna,Unknown,Paid Ads,121.0,1.0,19170.0,2,1,3,6.0,Lost
C01223,2025-11-28,Female,18.0,Nagpur,Maharashtra,Email,240.0,14.0,39633.0,1,5,4,10.0,At Risk
C01114,2025-12-05,Female,23.0,Noida,Unknown,Referral,209.0,7.0,53894.0,2,4,5,11.0,At Risk
C01935,2024-12-01,Female,18.0,Guwahati,Assam,Social Media,7.0,3.0,40779.0,5,2,4,11.0,Potential Loyalists
C03442,2025-12-23,Male,30.0,Ranchi,Jharkhand,Social Media,44.0,6.0,41366.0,4,4,4,12.0,Champions
C02498,2026-06-22,Female,18.0,Guwahati,Assam,Paid Ads,62.0,14.0,143865.0,3,5,5,13.0,Loyal Customers
C04685,2025-05-21,Female,31.0,Visakhapatnam,Andhra Pradesh,Referral,255.0,6.0,26983.0,1,4,4,9.0,At Risk
C00434,2026-06-29,Female,40.0,Pune,Maharashtra,Social Media,40.0,3.0,8016.0,4,2,2,8.0,Potential Loyalists
C02084,2026-05-02,Female,39.0,Indore,Madhya Pradesh,Paid Ads,60.0,9.0,29746.0,3,5,4,12.0,Loyal Customers
C03173,2026-05-12,Female,19.0,Kochi,Kerala,Social Media,23.0,4.0,9912.0,5,3,2,10.0,Loyal Customers
C04162,2024-04-09,Male,39.0,Ranchi,Jharkhand,Paid Ads,25.0,2.0,17441.0,5,2,3,10.0,Potential Loyalists
C03577,2025-12-29,Female,39.0,Surat,Gujarat,Paid Ads,197.0,1.0,3599.0,2,1,1,4.0,Lost
C04519,2026-06-27,Unknown,32.0,Coimbatore,Tamil Nadu,Organic Search,56.0,4.0,17237.0,3,3,3,9.0,Loyal Customers
C04977,2024-08-06,Female,38.0,Patna,Bihar,Social Media,385.0,1.0,4968.0,1,2,1,4.0,Lost
C04674,2025-06-16,Male,31.0,Delhi,Delhi,Organic Search,429.0,3.0,16544.0,1,3,3,7.0,At Risk
C04130,2025-06-06,Female,38.0,Surat,Gujarat,Paid Ads,7.0,10.0,75995.0,5,5,5,15.0,Champions
C02935,2026-03-04,Female,34.0,Kochi,Kerala,Organic Search,114.0,4.0,13202.0,3,3,3,9.0,Loyal Customers
C01103,2026-06-04,Female,21.0,Kolkata,West Bengal,Social Media,18.0,6.0,17022.0,5,4,3,12.0,Loyal Customers
C02469,2025-04-22,Female,31.0,Surat,Gujarat,Referral,74.0,4.0,64563.0,3,3,5,11.0,Loyal Customers
C02331,2026-02-05,Male,30.0,Bengaluru,Karnataka,Social Media,189.0,1.0,3428.0,2,1,1,4.0,Lost
C04664,2026-05-26,Female,45.0,Surat,Unknown,Email,95.0,4.0,17946.0,3,3,3,9.0,Loyal Customers
C04710,2026-05-15,Female,19.0,Mumbai,Maharashtra,Social Media,17.0,7.0,47646.0,5,4,5,14.0,Champions
C00157,2026-07-04,Other,26.0,Chennai,Tamil Nadu,Organic Search,103.0,1.0,7267.0,3,1,2,6.0,Lost
C04457,2025-01-05,Female,26.0,Kolkata,West Bengal,Paid Ads,135.0,16.0,112365.0,2,5,5,12.0,At Risk
C03606,2026-02-10,Male,44.0,Coimbatore,Tamil Nadu,Paid Ads,196.0,5.0,38640.0,2,4,4,10.0,At Risk
C00616,2025-10-01,Female,18.0,Indore,Madhya Pradesh,Referral,67.0,4.0,13165.0,3,3,3,9.0,Loyal Customers
C00644,2025-08-06,Female,20.0,Chennai,Tamil Nadu,Paid Ads,38.0,3.0,20182.0,4,2,3,9.0,Potential Loyalists
C04242,2025-02-04,Male,30.0,Lucknow,Uttar Pradesh,Referral,125.0,1.0,2039.0,2,1,1,4.0,Lost
C03044,2024-12-18,Male,27.0,Hyderabad,Telangana,Organic Search,90.0,3.0,18334.0,3,3,3,9.0,Loyal Customers
C01069,2025-10-18,Male,27.0,Kanpur,Uttar Pradesh,Organic Search,32.0,7.0,24198.0,4,4,4,12.0,Champions
C04917,2025-08-16,Male,36.0,Ahmedabad,Gujarat,Paid Ads,293.0,12.0,80970.0,1,5,5,11.0,At Risk
C02664,2025-07-01,Male,27.0,Udaipur,Rajasthan,Referral,0.0,4.0,16632.0,5,3,3,11.0,Loyal Customers
C04252,2025-02-24,Female,25.0,Mumbai,Maharashtra,Organic Search,407.0,7.0,26929.0,1,4,4,9.0,At Risk
C03207,2025-05-08,Female,42.0,Delhi,Delhi,Organic Search,32.0,8.0,21787.0,4,5,3,12.0,Loyal Customers
C00331,2026-03-08,Male,34.0,Jaipur,Rajasthan,Paid Ads,166.0,8.0,56995.0,2,4,5,11.0,At Risk
C04010,2025-08-18,Female,39.0,Patna,Bihar,Paid Ads,29.0,4.0,7815.0,4,3,2,9.0,Loyal Customers
C02665,2026-03-22,Male,29.0,Noida,Uttar Pradesh,Email,49.0,10.0,97606.0,4,5,5,14.0,Champions
C03600,2026-01-29,Female,31.0,Coimbatore,Tamil Nadu,Paid Ads,194.0,5.0,74295.0,2,4,5,11.0,At Risk
C00623,2026-01-08,Female,18.0,Visakhapatnam,Andhra Pradesh,Paid Ads,71.0,3.0,11522.0,3,2,2,7.0,Lost
C04971,2025-01-18,Female,35.0,Faridabad,Haryana,Social Media,216.0,3.0,8886.0,1,3,2,6.0,At Risk
C02343,2025-02-08,Male,18.0,Vijayawada,Andhra Pradesh,Social Media,40.0,8.0,31047.0,4,5,4,13.0,Champions
C03438,2025-02-13,Male,30.0,Hyderabad,Telangana,Organic Search,190.0,13.0,38889.0,2,5,4,11.0,At Risk
C04406,2025-10-11,Female,28.0,Guwahati,Assam,Organic Search,36.0,5.0,18881.0,4,4,3,11.0,Loyal Customers
C04490,2026-01-19,Female,29.0,Kolkata,West Bengal,Organic Search,217.0,10.0,35481.0,1,5,4,10.0,At Risk
C02053,2024-12-16,Male,45.0,Thiruvananthapuram,Kerala,Organic Search,,,,,,,,No Completed Purchase
C02728,2024-11-27,Female,18.0,Noida,Uttar Pradesh,Email,440.0,1.0,3478.0,1,1,1,3.0,Lost
C00756,2025-11-13,Female,32.0,Noida,Uttar Pradesh,Paid Ads,149.0,2.0,10083.0,2,2,2,6.0,Lost
C00519,2025-06-15,Female,34.0,Coimbatore,Tamil Nadu,Social Media,56.0,1.0,4317.0,3,1,1,5.0,Lost
C03825,2025-10-26,Female,23.0,Visakhapatnam,Andhra Pradesh,Organic Search,52.0,6.0,18921.0,4,4,3,11.0,Loyal Customers
C00033,2025-06-26,Female,43.0,Mysuru,Karnataka,Referral,27.0,1.0,2358.0,5,1,1,7.0,Potential Loyalists
C02956,2025-03-14,Male,27.0,Kanpur,Uttar Pradesh,Organic Search,439.0,3.0,14342.0,1,3,3,7.0,At Risk
C01158,2025-10-25,Female,27.0,Faridabad,Haryana,Paid Ads,43.0,4.0,9505.0,4,3,2,9.0,Loyal Customers
C00745,2025-02-14,Unknown,41.0,Jaipur,Rajasthan,Email,54.0,1.0,4318.0,4,1,1,6.0,Potential Loyalists
C01425,2026-04-11,Female,32.0,Thiruvananthapuram,Kerala,Organic Search,134.0,4.0,30074.0,2,3,4,9.0,At Risk
C02421,2025-06-25,Female,39.0,Guwahati,Assam,Organic Search,4.0,2.0,6408.0,5,2,1,8.0,Potential Loyalists
C01663,2024-07-10,Female,18.0,Guwahati,Assam,Paid Ads,31.0,8.0,30677.0,4,5,4,13.0,Champions
C02610,2026-07-20,Male,18.0,Mysuru,Karnataka,Organic Search,115.0,1.0,6974.0,3,1,2,6.0,Lost
C00784,2025-11-05,Female,37.0,Indore,Madhya Pradesh,Social Media,7.0,4.0,16871.0,5,3,3,11.0,Loyal Customers
C04931,2026-04-02,Female,19.0,Udaipur,Rajasthan,Referral,64.0,2.0,3678.0,3,2,1,6.0,Lost
C04759,2024-11-21,Unknown,35.0,Kochi,Kerala,Paid Ads,177.0,1.0,7545.0,2,2,2,6.0,Lost
C00230,2025-04-22,Male,39.0,Lucknow,Uttar Pradesh,Organic Search,42.0,3.0,9586.0,4,2,2,8.0,Potential Loyalists
C00858,2025-03-04,Male,54.0,Guwahati,Assam,Social Media,71.0,2.0,8355.0,3,2,2,7.0,Lost
C01520,2024-12-27,Male,39.0,Kolkata,West Bengal,Social Media,78.0,1.0,3917.0,3,1,1,5.0,Lost
C02380,2026-04-03,Female,39.0,Faridabad,Haryana,Referral,144.0,12.0,52466.0,2,5,5,12.0,At Risk
C00409,2025-11-15,Male,41.0,Lucknow,Uttar Pradesh,Organic Search,280.0,1.0,5687.0,1,1,1,3.0,Lost
C00171,2026-07-17,Female,22.0,Ahmedabad,Gujarat,Referral,53.0,7.0,18776.0,4,4,3,11.0,Loyal Customers
C00541,2025-05-10,Male,47.0,Ranchi,Jharkhand,Organic Search,427.0,3.0,11334.0,1,2,2,5.0,Lost
C02228,2025-02-04,Male,18.0,Nagpur,Maharashtra,Social Media,41.0,8.0,56855.0,4,5,5,14.0,Champions
C02322,2024-12-28,Male,34.0,Chennai,Tamil Nadu,Organic Search,545.0,3.0,32943.0,1,3,4,8.0,At Risk
C02586,2025-06-03,Female,43.0,Ahmedabad,Gujarat,Organic Search,145.0,1.0,5518.0,2,1,1,4.0,Lost
C00614,2026-04-24,Female,33.0,Chennai,Tamil Nadu,Social Media,70.0,2.0,7208.0,3,2,2,7.0,Lost
C01514,2025-11-13,Male,25.0,Patna,Bihar,Social Media,15.0,5.0,17032.0,5,4,3,12.0,Loyal Customers
C01836,2026-04-01,Female,25.0,Delhi,Delhi,Social Media,89.0,1.0,7523.0,3,1,2,6.0,Lost
C03457,2025-12-12,Female,31.0,Chennai,Tamil Nadu,Email,258.0,9.0,20539.0,1,5,3,9.0,At Risk
C01162,2025-09-07,Male,41.0,Ranchi,Jharkhand,Referral,238.0,1.0,1578.0,1,1,1,3.0,Lost
C02078,2025-02-28,Female,34.0,Chennai,Tamil Nadu,Email,29.0,9.0,22006.0,4,5,3,12.0,Loyal Customers
C03167,2026-07-07,Male,25.0,Jaipur,Unknown,Organic Search,58.0,9.0,30465.0,3,5,4,12.0,Loyal Customers
C01621,2026-05-07,Male,51.0,Delhi,Delhi,Social Media,19.0,3.0,20498.0,5,2,3,10.0,Potential Loyalists
C04952,2024-12-23,Male,46.0,Nagpur,Maharashtra,Social Media,417.0,6.0,20019.0,1,4,3,8.0,At Risk
C01894,2025-03-02,Male,37.0,Lucknow,Uttar Pradesh,Email,,,,,,,,No Completed Purchase
C02216,2025-02-01,Male,31.0,Visakhapatnam,Andhra Pradesh,Referral,229.0,4.0,11061.0,1,3,2,6.0,At Risk
C00565,2026-02-22,Female,33.0,Bengaluru,Karnataka,Paid Ads,42.0,6.0,20649.0,4,4,3,11.0,Loyal Customers
C03592,2025-12-08,Female,31.0,Patna,Bihar,Organic Search,249.0,7.0,20631.0,1,4,3,8.0,At Risk
C04260,2026-05-22,Male,28.0,Indore,Madhya Pradesh,Social Media,96.0,1.0,1249.0,3,1,1,5.0,Lost
C01823,2025-06-28,Male,36.0,Chennai,Tamil Nadu,Paid Ads,,,,,,,,No Completed Purchase
C03101,2024-10-17,Male,37.0,Chandigarh,Chandigarh,Referral,84.0,13.0,70849.0,3,5,5,13.0,Loyal Customers
C03730,2025-03-16,Female,27.0,Gurugram,Haryana,Paid Ads,97.0,1.0,3658.0,3,1,1,5.0,Lost
C02288,2024-11-13,Male,21.0,Udaipur,Rajasthan,Social Media,580.0,18.0,103683.0,1,5,5,11.0,At Risk
C04941,2025-10-24,Male,25.0,Vijayawada,Andhra Pradesh,Paid Ads,57.0,4.0,7595.0,3,3,2,8.0,Loyal Customers
C03495,2025-11-25,Female,54.0,Patna,Bihar,Paid Ads,0.0,4.0,10715.0,5,3,2,10.0,Loyal Customers
C01558,2026-03-05,Female,43.0,Udaipur,Rajasthan,Paid Ads,93.0,7.0,93851.0,3,4,5,12.0,Loyal Customers
C03481,2025-03-20,Female,32.0,Coimbatore,Tamil Nadu,Organic Search,38.0,14.0,55151.0,4,5,5,14.0,Champions
C04626,2025-06-19,Female,46.0,Delhi,Delhi,Social Media,52.0,4.0,45858.0,4,3,5,12.0,Loyal Customers
C01539,2026-03-08,Female,33.0,Faridabad,Haryana,Paid Ads,8.0,9.0,32973.0,5,5,4,14.0,Champions
C01173,2025-03-22,Female,32.0,Delhi,Delhi,Paid Ads,60.0,4.0,5864.0,3,3,1,7.0,Loyal Customers
C01449,2025-06-30,Female,25.0,Chennai,Tamil Nadu,Email,391.0,4.0,11063.0,1,3,2,6.0,At Risk
C00326,2026-03-14,Male,35.0,Patna,Bihar,Organic Search,67.0,5.0,35331.0,3,4,4,11.0,Loyal Customers
C01052,2025-04-13,Female,38.0,Bhopal,Madhya Pradesh,Social Media,360.0,12.0,67744.0,1,5,5,11.0,At Risk
C02965,2025-09-13,Female,24.0,Hyderabad,Telangana,Social Media,190.0,3.0,6896.0,2,3,2,7.0,At Risk
C03313,2025-06-24,Unknown,29.0,Delhi,Delhi,Email,250.0,1.0,12565.0,1,1,2,4.0,Lost
C03459,2025-05-28,Male,18.0,Surat,Gujarat,Referral,219.0,3.0,10564.0,1,3,2,6.0,At Risk
C03659,2026-07-17,Female,26.0,Udaipur,Rajasthan,Paid Ads,44.0,3.0,72453.0,4,3,5,12.0,Loyal Customers
C04620,2026-02-28,Male,35.0,Surat,Gujarat,Email,55.0,1.0,3158.0,3,2,1,6.0,Lost
C01197,2025-05-12,Male,20.0,Vijayawada,Andhra Pradesh,Paid Ads,221.0,10.0,33783.0,1,5,4,10.0,At Risk
C00621,2026-03-28,Female,30.0,Chennai,Tamil Nadu,Social Media,137.0,1.0,8097.0,2,1,2,5.0,Lost
C03900,2025-12-03,Male,31.0,Bhubaneswar,Odisha,Organic Search,57.0,4.0,12953.0,3,3,2,8.0,Loyal Customers
C02898,2026-04-21,Other,28.0,Mumbai,Maharashtra,Paid Ads,111.0,7.0,25966.0,3,4,4,11.0,Loyal Customers
C01190,2024-04-02,Unknown,39.0,Gurugram,Haryana,Social Media,457.0,8.0,21899.0,1,5,3,9.0,At Risk
C00329,2024-09-01,Male,47.0,Visakhapatnam,Andhra Pradesh,Social Media,54.0,3.0,12294.0,4,2,2,8.0,Potential Loyalists
C00649,2024-04-15,Male,35.0,Chandigarh,Chandigarh,Organic Search,140.0,2.0,5505.0,2,2,1,5.0,Lost
C00898,2024-02-15,Female,43.0,Bhopal,Madhya Pradesh,Paid Ads,530.0,3.0,4265.0,1,2,1,4.0,Lost
C01492,2024-10-26,Female,28.0,Kanpur,Uttar Pradesh,Organic Search,,,,,,,,No Completed Purchase
C01124,2025-12-31,Female,35.0,Visakhapatnam,Andhra Pradesh,Paid Ads,42.0,6.0,42150.0,4,4,5,13.0,Champions
C03945,2025-12-16,Unknown,25.0,Nagpur,Maharashtra,Organic Search,48.0,9.0,33534.0,4,5,4,13.0,Champions
C04656,2026-05-14,Male,44.0,Mysuru,Karnataka,Organic Search,178.0,6.0,10262.0,2,4,2,8.0,At Risk
C04564,2025-04-12,Female,41.0,Coimbatore,Tamil Nadu,Social Media,133.0,4.0,24596.0,2,3,4,9.0,At Risk
C01422,2025-07-07,Male,29.0,Hyderabad,Unknown,Organic Search,87.0,7.0,41518.0,3,4,4,11.0,Loyal Customers
C01947,2025-04-14,Male,44.0,Nagpur,Maharashtra,Organic Search,42.0,4.0,10592.0,4,3,2,9.0,Loyal Customers
C01814,2025-12-07,Female,34.0,Patna,Bihar,Social Media,229.0,4.0,13183.0,1,3,3,7.0,At Risk
C04456,2025-05-12,Male,28.0,Vijayawada,Andhra Pradesh,Paid Ads,147.0,12.0,40595.0,2,5,4,11.0,At Risk
C04398,2025-03-26,Male,46.0,Visakhapatnam,Andhra Pradesh,Organic Search,47.0,5.0,20420.0,4,4,3,11.0,Loyal Customers
C01570,2024-08-18,Male,35.0,Kolkata,West Bengal,Social Media,82.0,15.0,63842.0,3,5,5,13.0,Loyal Customers
C01534,2025-12-19,Male,52.0,Nagpur,Maharashtra,Paid Ads,28.0,6.0,75455.0,4,4,5,13.0,Champions
C01024,2025-07-06,Other,30.0,Gurugram,Haryana,Paid Ads,232.0,1.0,9633.0,1,1,2,4.0,Lost
