order_item_id,order_id,product_id,quantity,unit_price,quantity_outlier
OI0049314,O023070,P0095,3,1979.0,False
OI0046355,O021668,P0019,1,1249.0,False
OI0008102,O003827,P0079,1,2439.0,False
OI0002755,O001273,P0066,1,1799.0,False
OI0014741,O006898,P0110,1,2369.0,False
OI0002618,O001217,P0097,2,3189.0,False
OI0033345,O015559,P0051,2,359.0,False
OI0050536,O023591,P0017,1,469.0,False
OI0015414,O007212,P0053,1,2309.0,False
OI0034695,O016205,P0066,1,1799.0,False
OI0001764,O000799,P0004,3,439.0,False
OI0018045,O008454,P0044,1,3739.0,False
OI0044204,O020610,P0008,2,359.0,False
OI0036368,O016980,P0101,2,3329.0,False
OI0001657,O000761,P0126,1,959.0,False
OI0008203,O003874,P0066,3,1799.0,False
OI0002278,O001052,P0003,2,329.0,False
OI0029357,O013716,P0057,1,2349.0,False
OI0045868,O021416,P0104,1,249.0,False
OI0016399,O007712,P0115,1,3599.0,False
OI0041439,O019341,P0041,1,3489.0,False
OI0007748,O003648,P0029,1,719.0,False
OI0053814,O025092,P0035,1,469.0,False
OI0056345,O026238,P0115,1,3599.0,False
OI0019539,O009159,P0066,1,1799.0,False
OI0017281,O008130,P0019,1,1249.0,False
OI0058128,O027040,P0097,2,3189.0,False
OI0021506,O010087,P0120,2,2359.0,False
OI0039441,O018367,P0093,1,879.0,False
OI0006147,O002884,P0041,1,3489.0,False
OI0052284,O024388,P0005,1,3129.0,False
OI0042613,O019865,P0079,1,2439.0,False
OI0003064,O001422,P0052,2,549.0,False
OI0033751,O015743,P0031,1,2139.0,False
OI0055485,O025849,P0127,1,4309.0,False
OI0047851,O022415,P0019,1,1249.0,False
OI0046295,O021640,P0115,1,3599.0,False
OI0035365,O016502,P0102,2,819.0,False
OI0022507,O010545,P0129,1,1419.0,False
OI0030209,O014121,P0048,1,2009.0,False
OI0040125,O018693,P0066,1,1799.0,False
OI0026315,O012352,P0115,1,3599.0,False
OI0056293,O026208,P0094,1,1249.0,False
OI0042733,O019922,P0013,1,1309.0,False
OI0014066,O006548,P0080,1,1109.0,False
OI0014807,O006936,P0080,2,1109.0,False
OI0026542,O012458,P0031,1,2139.0,False
OI0011612,O005413,P0019,1,1249.0,False
OI0045485,O021233,P0061,1,3279.0,False
OI0000181,O000095,P0048,2,2009.0,False
OI0031436,O014683,P0019,2,1249.0,False
OI0058200,O027057,P0057,1,2349.0,False
OI0010036,O004672,P0119,1,1169.0,False
OI0010424,O004876,P0119,2,1169.0,False
OI0048195,O022556,P0093,1,879.0,False
OI0055004,O025653,P0011,1,1659.0,False
OI0008091,O003821,P0064,1,2919.0,False
OI0037911,O017655,P0095,1,1979.0,False
OI0041614,O019408,P0082,1,2319.0,False
OI0044699,O020822,P0070,1,2019.0,False
OI0050931,O023764,P0119,1,1169.0,False
OI0000014,O000009,P0048,3,2009.0,False
OI0055711,O025957,P0040,3,1099.0,False
OI0035072,O016376,P0099,1,3719.0,False
OI0043346,O020189,P0025,1,2039.0,False
OI0008495,O004009,P0061,1,3279.0,False
OI0020880,O009799,P0082,1,2319.0,False
OI0014875,O006978,P0028,1,1619.0,False
OI0043870,O020440,P0124,1,1249.0,False
OI0013311,O006210,P0122,1,2319.0,False
OI0047897,O022442,P0019,2,1249.0,False
OI0055638,O025921,P0066,2,1799.0,False
OI0025804,O012087,P0033,1,929.0,False
OI0026801,O012561,P0041,1,3489.0,False
OI0055339,O025798,P0093,2,879.0,False
OI0004497,O002126,P0126,1,959.0,False
OI0005461,O002544,P0013,2,1309.0,False
OI0031808,O014875,P0110,3,2369.0,False
OI0020478,O009606,P0122,1,2319.0,False
OI0024780,O011645,P0023,1,469.0,False
OI0015947,O007488,P0093,1,879.0,False
OI0002138,O000990,P0056,1,1669.0,False
OI0053635,O025019,P0088,1,2659.0,False
OI0023470,O011047,P0119,1,1169.0,False
OI0042797,O019955,P0013,3,1309.0,False
OI0023820,O011220,P0017,1,469.0,False
OI0014046,O006542,P0097,1,3189.0,False
OI0029261,O013669,P0094,1,1249.0,False
OI0025247,O011852,P0091,1,1059.0,False
OI0055068,O025681,P0059,1,4089.0,False
OI0034830,O016264,P0105,1,329.0,False
OI0040458,O018840,P0009,1,1739.0,False
OI0010330,O004830,P0003,2,329.0,False
OI0041484,O019354,P0002,1,1919.0,False
OI0040711,O019001,P0101,1,3329.0,False
OI0003684,O001721,P0066,2,1799.0,False
OI0034581,O016169,P0082,1,2319.0,False
OI0040435,O018829,P0069,1,2179.0,False
OI0035019,O016357,P0127,1,4309.0,False
OI0036187,O016904,P0122,1,2319.0,False
OI0046946,O021987,P0003,1,329.0,False
OI0038551,O017943,P0097,1,3189.0,False
OI0009277,O004339,P0036,1,2009.0,False
OI0031046,O014514,P0016,1,2519.0,False
OI0055766,O025987,P0039,1,3929.0,False
OI0028261,O013237,P0105,2,329.0,False
OI0027906,O013062,P0051,2,359.0,False
OI0055878,O026019,P0051,1,359.0,False
OI0013042,O006075,P0061,3,3279.0,False
OI0038450,O017901,P0019,1,1249.0,False
OI0014454,O006736,P0080,1,1109.0,False
OI0049503,O023135,P0099,2,3719.0,False
OI0007370,O003458,P0101,1,3329.0,False
OI0014372,O006696,P0017,3,469.0,False
OI0043306,O020178,P0115,1,3599.0,False
OI0005642,O002624,P0005,1,3129.0,False
OI0012297,O005716,P0004,1,439.0,False
OI0053308,O024870,P0101,1,3329.0,False
OI0051431,O024007,P0042,1,1039.0,False
OI0040982,O019136,P0089,2,1829.0,False
OI0029043,O013565,P0009,1,1739.0,False
OI0058906,O027375,P0101,2,3329.0,False
OI0031133,O014552,P0079,1,2439.0,False
OI0058312,O027102,P0080,1,1109.0,False
OI0033590,O015656,P0066,1,1799.0,False
OI0045577,O021280,P0118,2,1229.0,False
OI0053600,O025008,P0019,1,1249.0,False
OI0020575,O009652,P0088,1,2659.0,False
OI0038740,O018031,P0089,1,1829.0,False
OI0011226,O005230,P0016,1,2519.0,False
OI0047462,O022244,P0127,1,4309.0,False
OI0003443,O001632,P0031,1,2139.0,False
OI0000632,O000275,P0047,1,1979.0,False
OI0002053,O000942,P0058,2,1699.0,False
OI0011841,O005504,P0088,1,2659.0,False
OI0040207,O018721,P0091,1,1059.0,False
OI0044152,O020582,P0124,1,1249.0,False
OI0034730,O016220,P0064,2,2919.0,False
OI0047728,O022370,P0010,1,1259.0,False
OI0019554,O009163,P0054,1,2239.0,False
OI0032777,O015306,P0106,1,2889.0,False
OI0000601,O000265,P0016,3,2519.0,False
OI0016827,O007908,P0106,1,2889.0,False
OI0055992,O026081,P0010,1,1259.0,False
OI0024150,O011349,P0099,1,3719.0,False
OI0014195,O006607,P0102,1,819.0,False
OI0007946,O003746,P0066,1,1799.0,False
OI0035267,O016455,P0097,1,3189.0,False
OI0018338,O008591,P0013,1,1309.0,False
OI0046312,O021648,P0017,1,469.0,False
OI0028480,O013336,P0097,1,3189.0,False
OI0035281,O016466,P0045,1,2259.0,False
OI0000920,O000414,P0097,1,3189.0,False
OI0048122,O022517,P0113,2,1119.0,False
OI0007556,O003570,P0015,1,3089.0,False
OI0057410,O026704,P0104,3,249.0,False
OI0009427,O004415,P0079,1,2439.0,False
OI0029358,O013716,P0115,1,3599.0,False
OI0027092,O012683,P0066,1,1799.0,False
OI0037782,O017601,P0127,1,4309.0,False
OI0017310,O008144,P0108,1,2569.0,False
OI0001802,O000823,P0119,1,1169.0,False
OI0011402,O005312,P0041,2,3489.0,False
OI0046928,O021977,P0039,1,3929.0,False
OI0047169,O022097,P0099,1,3719.0,False
OI0024413,O011465,P0115,1,3599.0,False
OI0026671,O012518,P0019,1,1249.0,False
OI0012774,O005953,P0082,1,2319.0,False
OI0042498,O019810,P0108,1,2569.0,False
OI0052587,O024545,P0114,1,2449.0,False
OI0011844,O005506,P0104,1,249.0,False
OI0008958,O004189,P0126,2,959.0,False
OI0029909,O013979,P0057,1,2349.0,False
OI0051919,O024221,P0082,1,2319.0,False
OI0013463,O006273,P0063,2,1079.0,False
OI0003319,O001579,P0047,2,1979.0,False
OI0057622,O026781,P0082,1,2319.0,False
OI0000158,O000086,P0051,1,359.0,False
OI0025952,O012163,P0044,1,3739.0,False
OI0026107,O012244,P0088,1,2659.0,False
OI0040713,O019002,P0076,1,3209.0,False
OI0032614,O015218,P0026,1,4869.0,False
OI0000597,O000264,P0118,1,1229.0,False
OI0044776,O020857,P0091,1,1059.0,False
OI0008340,O003933,P0126,2,959.0,False
OI0033115,O015459,P0017,1,469.0,False
OI0005435,O002532,P0102,1,819.0,False
OI0030224,O014131,P0099,1,3719.0,False
OI0035485,O016562,P0113,1,1119.0,False
OI0035633,O016630,P0066,1,1799.0,False
OI0001479,O000680,P0097,1,3189.0,False
OI0035654,O016638,P0028,2,1619.0,False
OI0029464,O013775,P0048,1,2009.0,False
OI0045535,O021264,P0019,1,1249.0,False
OI0026794,O012558,P0106,1,2889.0,False
OI0026113,O012248,P0097,1,3189.0,False
OI0046421,O021704,P0129,3,1419.0,False
OI0007708,O003630,P0095,1,1979.0,False
OI0031121,O014549,P0019,1,1249.0,False
OI0000309,O000152,P0128,1,809.0,False
OI0038927,O018125,P0032,1,2129.0,False
OI0049386,O023100,P0041,1,3489.0,False
OI0025716,O012045,P0099,2,3719.0,False
OI0040059,O018662,P0095,1,1979.0,False
OI0057081,O026572,P0001,1,1479.0,False
OI0040293,O018756,P0102,2,819.0,False
OI0038048,O017725,P0099,2,3719.0,False
OI0011847,O005508,P0059,1,4089.0,False
OI0044830,O020885,P0097,3,3189.0,False
OI0053710,O025046,P0019,1,1249.0,False
OI0057816,O026869,P0052,1,549.0,False
OI0027424,O012845,P0029,1,719.0,False
OI0005083,O002372,P0115,1,3599.0,False
OI0021132,O009906,P0101,3,3329.0,False
OI0040622,O018947,P0066,1,1799.0,False
OI0009566,O004460,P0078,1,2479.0,False
OI0039971,O018624,P0057,1,2349.0,False
OI0014855,O006967,P0001,1,1479.0,False
OI0014978,O007036,P0003,2,329.0,False
OI0029314,O013690,P0061,2,3279.0,False
OI0050836,O023715,P0048,1,2009.0,False
OI0040675,O018982,P0019,1,1249.0,False
OI0012844,O005987,P0080,1,1109.0,False
OI0040994,O019141,P0095,1,1979.0,False
OI0055209,O025744,P0017,1,469.0,False
OI0036750,O017169,P0003,1,329.0,False
OI0013722,O006382,P0046,3,659.0,False
OI0056917,O026496,P0046,1,659.0,False
OI0024353,O011448,P0048,3,2009.0,False
OI0044039,O020521,P0127,1,4309.0,False
OI0015549,O007275,P0037,1,279.0,False
OI0001340,O000595,P0003,1,329.0,False
OI0038873,O018095,P0041,1,3489.0,False
OI0018152,O008514,P0061,1,3279.0,False
OI0031282,O014617,P0013,1,1309.0,False
OI0010607,O004958,P0098,2,1899.0,False
OI0058413,O027157,P0058,2,1699.0,False
OI0050625,O023635,P0115,1,3599.0,False
OI0047159,O022094,P0097,1,3189.0,False
OI0032878,O015335,P0080,3,1109.0,False
OI0022519,O010550,P0108,1,2569.0,False
OI0043038,O020040,P0080,2,1109.0,False
OI0011059,O005154,P0065,1,339.0,False
OI0005402,O002514,P0050,1,339.0,False
OI0045806,O021384,P0104,1,249.0,False
OI0000097,O000054,P0115,1,3599.0,False
OI0045155,O021042,P0055,1,429.0,False
OI0025246,O011851,P0052,1,549.0,False
OI0024179,O011361,P0042,1,1039.0,False
OI0053018,O024734,P0048,1,2009.0,False
OI0004914,O002311,P0057,1,2349.0,False
OI0005629,O002619,P0082,1,2319.0,False
OI0039055,O018184,P0005,1,3129.0,False
OI0019247,O009010,P0078,1,2479.0,False
OI0031612,O014774,P0017,1,469.0,False
OI0057335,O026683,P0101,1,3329.0,False
OI0056168,O026161,P0094,1,1249.0,False
OI0040332,O018772,P0080,1,1109.0,False
OI0043458,O020239,P0073,1,1649.0,False
OI0042995,O020027,P0119,1,1169.0,False
OI0048838,O022854,P0057,1,2349.0,False
OI0028340,O013277,P0048,2,2009.0,False
OI0044406,O020687,P0057,2,2349.0,False
OI0002255,O001042,P0080,3,1109.0,False
OI0037886,O017644,P0080,1,1109.0,False
OI0055023,O025663,P0009,1,1739.0,False
OI0037273,O017398,P0046,1,659.0,False
OI0014766,O006908,P0066,1,1799.0,False
OI0051565,O024078,P0003,3,329.0,False
OI0043656,O020332,P0126,2,959.0,False
OI0003114,O001455,P0099,1,3719.0,False
OI0000119,O000063,P0066,2,1799.0,False
OI0025951,O012162,P0058,2,1699.0,False
OI0014506,O006759,P0130,1,2989.0,False
OI0034713,O016210,P0023,2,469.0,False
OI0020611,O009672,P0009,1,1739.0,False
OI0043459,O020240,P0069,1,2179.0,False
OI0032247,O015044,P0053,1,2309.0,False
OI0040914,O019105,P0009,2,1739.0,False
OI0016919,O007962,P0030,1,169.0,False
OI0026896,O012610,P0057,1,2349.0,False
OI0036505,O017047,P0042,3,1039.0,False
OI0024302,O011430,P0106,1,2889.0,False
OI0033166,O015488,P0032,1,2129.0,False
OI0013123,O006115,P0019,1,1249.0,False
OI0004236,O001995,P0070,1,2019.0,False
OI0003836,O001786,P0099,1,3719.0,False
OI0049112,O022974,P0003,1,329.0,False
OI0055957,O026057,P0105,1,329.0,False
OI0056343,O026237,P0046,2,659.0,False
OI0023888,O011245,P0128,1,809.0,False
OI0045702,O021333,P0079,2,2439.0,False
OI0042283,O019719,P0013,1,1309.0,False
OI0045375,O021161,P0019,2,1249.0,False
OI0045343,O021146,P0029,1,719.0,False
OI0023831,O011224,P0050,1,339.0,False
OI0016832,O007910,P0078,1,2479.0,False
OI0016125,O007582,P0128,1,809.0,False
OI0030865,O014424,P0120,1,2359.0,False
OI0030128,O014082,P0032,1,2129.0,False
OI0016942,O007968,P0081,3,1449.0,False
OI0008247,O003893,P0101,1,3329.0,False
OI0017249,O008115,P0036,1,2009.0,False
OI0012574,O005853,P0031,1,2139.0,False
OI0032135,O015009,P0022,1,379.0,False
OI0010399,O004862,P0113,1,1119.0,False
OI0027815,O013037,P0064,1,2919.0,False
OI0034828,O016263,P0019,1,1249.0,False
OI0034051,O015898,P0050,1,339.0,False
OI0050892,O023743,P0023,1,469.0,False
OI0023418,O011014,P0015,1,3089.0,False
OI0022476,O010536,P0104,1,249.0,False
OI0031661,O014800,P0010,1,1259.0,False
OI0016028,O007538,P0064,1,2919.0,False
OI0029745,O013901,P0028,1,1619.0,False
OI0004738,O002233,P0022,2,379.0,False
OI0032425,O015130,P0048,1,2009.0,False
OI0015517,O007261,P0019,1,1249.0,False
OI0007050,O003326,P0115,1,3599.0,False
OI0011081,O005162,P0027,1,3309.0,False
OI0038162,O017761,P0113,1,1119.0,False
OI0022532,O010558,P0070,1,2019.0,False
OI0038667,O017999,P0037,1,279.0,False
OI0011623,O005417,P0113,1,1119.0,False
OI0031166,O014565,P0046,2,659.0,False
OI0024632,O011578,P0013,2,1309.0,False
OI0010278,O004795,P0009,1,1739.0,False
OI0035062,O016373,P0023,1,469.0,False
OI0038838,O018080,P0105,1,329.0,False
OI0012201,O005669,P0073,1,1649.0,False
OI0049583,O023170,P0019,1,1249.0,False
OI0014146,O006588,P0045,1,2259.0,False
OI0030420,O014224,P0099,1,3719.0,False
OI0024361,O011451,P0041,2,3489.0,False
OI0001969,O000897,P0101,1,3329.0,False
OI0037717,O017580,P0105,1,329.0,False
OI0014644,O006843,P0091,1,1059.0,False
OI0013390,O006248,P0041,1,3489.0,False
OI0007351,O003445,P0121,1,1429.0,False
OI0055927,O026038,P0013,1,1309.0,False
OI0000547,O000252,P0097,1,3189.0,False
OI0041816,O019498,P0112,1,559.0,False
OI0041160,O019225,P0128,1,809.0,False
OI0011188,O005212,P0081,2,1449.0,False
OI0026181,O012287,P0105,1,329.0,False
OI0021493,O010078,P0066,2,1799.0,False
OI0028337,O013275,P0019,1,1249.0,False
OI0006043,O002825,P0097,1,3189.0,False
OI0030451,O014233,P0042,3,1039.0,False
OI0003923,O001834,P0090,1,1419.0,False
OI0022807,O010689,P0118,1,1229.0,False
OI0041120,O019212,P0048,3,2009.0,False
OI0045843,O021403,P0032,1,2129.0,False
OI0037136,O017349,P0073,2,1649.0,False
OI0035211,O016440,P0051,3,359.0,False
OI0039267,O018279,P0056,1,1669.0,False
OI0054600,O025447,P0092,3,2339.0,False
OI0004150,O001956,P0115,1,3599.0,False
OI0042691,O019904,P0102,1,819.0,False
OI0038980,O018144,P0052,1,549.0,False
OI0016471,O007750,P0037,2,279.0,False
OI0044348,O020663,P0099,1,3719.0,False
OI0058995,O027415,P0082,2,2319.0,False
OI0005274,O002459,P0013,1,1309.0,False
OI0009634,O004490,P0115,2,3599.0,False
OI0045990,O021488,P0069,2,2179.0,False
OI0015806,O007409,P0123,1,309.0,False
OI0006376,O002995,P0075,1,429.0,False
OI0025310,O011879,P0032,2,2129.0,False
OI0052218,O024357,P0094,1,1249.0,False
OI0038987,O018147,P0080,1,1109.0,False
OI0028569,O013372,P0110,1,2369.0,False
OI0026101,O012240,P0041,1,3489.0,False
OI0023354,O010980,P0078,1,2479.0,False
OI0031492,O014714,P0129,1,1419.0,False
OI0042409,O019786,P0054,1,2239.0,False
OI0048440,O022661,P0050,3,339.0,False
OI0022780,O010677,P0017,2,469.0,False
OI0028172,O013193,P0126,1,959.0,False
OI0053865,O025115,P0117,1,919.0,False
OI0058290,O027093,P0034,3,309.0,False
OI0054712,O025517,P0122,1,2319.0,False
OI0039231,O018262,P0097,1,3189.0,False
OI0030603,O014309,P0058,3,1699.0,False
OI0020437,O009592,P0058,1,1699.0,False
OI0002716,O001260,P0105,3,329.0,False
OI0011310,O005267,P0073,1,1649.0,False
OI0020254,O009505,P0034,1,309.0,False
OI0006682,O003148,P0048,2,2009.0,False
OI0043465,O020242,P0054,1,2239.0,False
OI0021219,O009948,P0095,1,1979.0,False
OI0055444,O025831,P0054,2,2239.0,False
OI0007099,O003342,P0078,1,2479.0,False
OI0002603,O001210,P0018,1,2429.0,False
OI0015336,O007180,P0066,1,1799.0,False
OI0024596,O011562,P0019,1,1249.0,False
OI0048388,O022640,P0061,1,3279.0,False
OI0054595,O025445,P0102,1,819.0,False
OI0025529,O011974,P0030,1,169.0,False
OI0040817,O019061,P0060,1,2269.0,False
OI0009088,O004243,P0115,2,3599.0,False
OI0003623,O001700,P0058,1,1699.0,False
OI0037054,O017319,P0052,1,549.0,False
OI0025154,O011806,P0048,1,2009.0,False
OI0026110,O012246,P0099,1,3719.0,False
OI0028096,O013152,P0003,1,329.0,False
OI0015179,O007112,P0129,1,1419.0,False
OI0001384,O000621,P0027,2,3309.0,False
OI0039004,O018153,P0019,2,1249.0,False
OI0053133,O024790,P0054,1,2239.0,False
OI0003201,O001508,P0126,1,959.0,False
OI0048458,O022668,P0093,1,879.0,False
OI0033813,O015780,P0097,2,3189.0,False
OI0044404,O020686,P0066,2,1799.0,False
OI0005015,O002346,P0057,1,2349.0,False
OI0030092,O014062,P0087,3,2149.0,False
OI0055751,O025976,P0034,2,309.0,False
OI0024588,O011556,P0058,2,1699.0,False
OI0014214,O006616,P0066,2,1799.0,False
OI0054422,O025368,P0078,1,2479.0,False
OI0039928,O018602,P0015,2,3089.0,False
OI0039835,O018552,P0001,1,1479.0,False
OI0035347,O016498,P0101,1,3329.0,False
OI0034640,O016191,P0091,2,1059.0,False
OI0054354,O025328,P0122,1,2319.0,False
OI0032952,O015370,P0052,1,549.0,False
OI0049674,O023201,P0034,1,309.0,False
OI0048308,O022611,P0114,3,2449.0,False
OI0037241,O017383,P0127,1,4309.0,False
OI0038358,O017863,P0048,2,2009.0,False
OI0036423,O017017,P0069,3,2179.0,False
OI0057695,O026814,P0061,2,3279.0,False
OI0029148,O013616,P0115,1,3599.0,False
OI0006119,O002873,P0043,1,539.0,False
OI0049773,O023235,P0019,1,1249.0,False
OI0017497,O008222,P0057,1,2349.0,False
OI0018125,O008498,P0098,1,1899.0,False
OI0001304,O000574,P0001,2,1479.0,False
OI0031345,O014648,P0057,1,2349.0,False
OI0028666,O013408,P0096,1,559.0,False
OI0023910,O011256,P0019,1,1249.0,False
OI0019035,O008924,P0099,1,3719.0,False
OI0034445,O016105,P0022,1,379.0,False
OI0006687,O003151,P0013,1,1309.0,False
OI0048108,O022514,P0080,2,1109.0,False
OI0037808,O017618,P0097,2,3189.0,False
OI0029163,O013622,P0037,2,279.0,False
OI0041739,O019466,P0127,1,4309.0,False
OI0047472,O022251,P0073,1,1649.0,False
OI0038805,O018067,P0001,1,1479.0,False
OI0055777,O025989,P0089,1,1829.0,False
OI0006138,O002880,P0003,3,329.0,False
OI0052019,O024262,P0122,2,2319.0,False
OI0033240,O015517,P0079,2,2439.0,False
OI0018518,O008680,P0061,1,3279.0,False
OI0021042,O009868,P0127,3,4309.0,False
OI0014923,O007005,P0101,1,3329.0,False
OI0010334,O004833,P0015,1,3089.0,False
OI0047430,O022227,P0126,1,959.0,False
OI0005118,O002382,P0041,1,3489.0,False
OI0053815,O025092,P0046,2,659.0,False
OI0017478,O008218,P0070,2,2019.0,False
OI0048402,O022649,P0019,1,1249.0,False
OI0048541,O022694,P0122,2,2319.0,False
OI0036519,O017051,P0001,1,1479.0,False
OI0014502,O006757,P0020,1,2479.0,False
OI0031126,O014550,P0086,2,1059.0,False
OI0053247,O024836,P0070,1,2019.0,False
OI0002259,O001044,P0023,1,469.0,False
OI0044424,O020697,P0128,1,809.0,False
OI0015841,O007430,P0097,1,3189.0,False
OI0057495,O026740,P0078,1,2479.0,False
OI0042746,O019929,P0081,1,1449.0,False
OI0014000,O006519,P0009,2,1739.0,False
OI0038821,O018073,P0045,2,2259.0,False
OI0038267,O017814,P0101,2,3329.0,False
OI0013733,O006386,P0104,1,249.0,False
OI0015069,O007067,P0082,1,2319.0,False
OI0026164,O012277,P0057,3,2349.0,False
OI0028869,O013502,P0123,2,309.0,False
OI0053702,O025041,P0052,1,549.0,False
OI0015957,O007495,P0097,1,3189.0,False
OI0016648,O007830,P0032,1,2129.0,False
OI0047386,O022209,P0082,1,2319.0,False
OI0030768,O014393,P0097,2,3189.0,False
OI0014533,O006775,P0088,1,2659.0,False
OI0056397,O026258,P0070,1,2019.0,False
OI0026677,O012520,P0034,2,309.0,False
OI0052937,O024697,P0060,1,2269.0,False
OI0028087,O013148,P0050,1,339.0,False
OI0011667,O005435,P0064,1,2919.0,False
OI0003178,O001491,P0059,1,4089.0,False
OI0025929,O012154,P0076,1,3209.0,False
OI0042424,O019790,P0127,1,4309.0,False
OI0046367,O021673,P0048,1,2009.0,False
OI0027695,O012966,P0048,1,2009.0,False
OI0046136,O021562,P0102,1,819.0,False
OI0015018,O007052,P0048,2,2009.0,False
OI0018431,O008643,P0070,1,2019.0,False
OI0016027,O007537,P0110,1,2369.0,False
OI0014749,O006901,P0013,1,1309.0,False
OI0014795,O006927,P0013,1,1309.0,False
OI0040320,O018767,P0051,3,359.0,False
OI0046552,O021778,P0095,1,1979.0,False
OI0012020,O005589,P0082,1,2319.0,False
OI0036586,O017086,P0023,1,469.0,False
OI0048858,O022861,P0128,1,809.0,False
OI0002282,O001053,P0097,1,3189.0,False
OI0054000,O025176,P0055,1,429.0,False
OI0030149,O014095,P0108,1,2569.0,False
OI0056577,O026349,P0095,1,1979.0,False
OI0023918,O011260,P0090,1,1419.0,False
OI0020416,O009581,P0106,1,2889.0,False
OI0022630,O010622,P0070,1,2019.0,False
OI0003887,O001810,P0063,1,1079.0,False
OI0053416,O024922,P0012,1,1679.0,False
OI0000495,O000234,P0048,2,2009.0,False
OI0001868,O000857,P0080,1,1109.0,False
OI0028158,O013184,P0026,1,4869.0,False
OI0055047,O025673,P0009,1,1739.0,False
OI0024756,O011631,P0061,1,3279.0,False
OI0052467,O024492,P0100,1,1349.0,False
OI0028642,O013397,P0079,2,2439.0,False
OI0025384,O011901,P0061,1,3279.0,False
OI0028681,O013413,P0115,2,3599.0,False
OI0012525,O005825,P0003,1,329.0,False
OI0054382,O025339,P0072,1,2649.0,False
OI0001333,O000592,P0057,1,2349.0,False
OI0012241,O005687,P0034,1,309.0,False
OI0042606,O019861,P0105,1,329.0,False
OI0012462,O005800,P0024,2,1769.0,False
OI0021844,O010248,P0097,1,3189.0,False
OI0042008,O019594,P0092,1,2339.0,False
OI0048764,O022820,P0005,1,3129.0,False
OI0042526,O019822,P0048,1,2009.0,False
OI0048469,O022675,P0049,2,1459.0,False
OI0004440,O002101,P0105,1,329.0,False
OI0007909,O003728,P0048,1,2009.0,False
OI0043521,O020267,P0095,1,1979.0,False
OI0008269,O003899,P0059,1,4089.0,False
OI0021974,O010304,P0038,1,1099.0,False
OI0035531,O016586,P0098,1,1899.0,False
OI0029171,O013624,P0067,2,279.0,False
OI0049222,O023028,P0102,1,819.0,False
OI0002309,O001066,P0019,1,1249.0,False
OI0016198,O007609,P0019,1,1249.0,False
OI0056986,O026526,P0082,1,2319.0,False
OI0010782,O005032,P0041,1,3489.0,False
OI0026745,O012537,P0101,2,3329.0,False
OI0012426,O005785,P0113,2,1119.0,False
OI0000518,O000245,P0082,1,2319.0,False
OI0019498,O009132,P0118,1,1229.0,False
OI0015412,O007211,P0076,1,3209.0,False
OI0011119,O005184,P0126,1,959.0,False
OI0058926,O027383,P0110,1,2369.0,False
OI0016990,O007990,P0079,1,2439.0,False
OI0056902,O026491,P0075,2,429.0,False
OI0027272,O012766,P0058,1,1699.0,False
OI0030265,O014148,P0005,1,3129.0,False
OI0053090,O024763,P0097,2,3189.0,False
OI0012794,O005960,P0005,1,3129.0,False
OI0046308,O021646,P0094,1,1249.0,False
OI0037807,O017617,P0093,1,879.0,False
OI0013706,O006372,P0088,1,2659.0,False
OI0021894,O010269,P0127,1,4309.0,False
OI0036067,O016847,P0127,1,4309.0,False
OI0058859,O027347,P0019,1,1249.0,False
OI0029616,O013843,P0115,3,3599.0,False
OI0052314,O024401,P0053,1,2309.0,False
OI0045887,O021425,P0126,1,959.0,False
OI0004227,O001990,P0025,1,2039.0,False
OI0004186,O001974,P0099,1,3719.0,False
OI0009038,O004217,P0102,1,819.0,False
OI0049074,O022950,P0019,2,1249.0,False
OI0005490,O002556,P0059,1,4089.0,False
OI0027176,O012720,P0001,1,1479.0,False
OI0042475,O019802,P0102,1,819.0,False
OI0051291,O023948,P0063,2,1079.0,False
OI0013597,O006322,P0037,1,279.0,False
OI0033409,O015580,P0010,1,1259.0,False
OI0041368,O019318,P0061,1,3279.0,False
OI0010298,O004808,P0041,1,3489.0,False
OI0004541,O002151,P0080,1,1109.0,False
OI0024041,O011307,P0051,1,359.0,False
OI0058037,O026993,P0122,1,2319.0,False
OI0041673,O019433,P0094,1,1249.0,False
OI0038544,O017939,P0062,1,1799.0,False
OI0026375,O012383,P0009,2,1739.0,False
OI0011973,O005567,P0040,1,1099.0,False
OI0040235,O018732,P0028,1,1619.0,False
OI0005190,O002408,P0128,1,809.0,False
OI0038562,O017951,P0108,1,2569.0,False
OI0057893,O026913,P0127,1,4309.0,False
OI0042301,O019726,P0115,1,3599.0,False
OI0017019,O008007,P0025,1,2039.0,False
OI0021437,O010054,P0080,1,1109.0,False
OI0046956,O021994,P0080,1,1109.0,False
OI0036149,O016884,P0101,3,3329.0,False
OI0019558,O009164,P0029,2,719.0,False
OI0049858,O023277,P0042,1,1039.0,False
OI0030782,O014397,P0094,2,1249.0,False
OI0031598,O014765,P0124,1,1249.0,False
OI0006071,O002842,P0037,1,279.0,False
OI0036420,O017015,P0048,1,2009.0,False
OI0026398,O012392,P0108,1,2569.0,False
OI0047218,O022119,P0066,1,1799.0,False
OI0018584,O008706,P0019,2,1249.0,False
OI0003501,O001653,P0069,1,2179.0,False
OI0007165,O003378,P0009,1,1739.0,False
OI0054305,O025304,P0127,1,4309.0,False
OI0015954,O007493,P0038,2,1099.0,False
OI0052572,O024540,P0028,2,1619.0,False
OI0035624,O016626,P0110,1,2369.0,False
